case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_q_s,mu_q_s,hit90_q_s,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error
19,0.7762432054963438,0.78321743,1.0,0.8607015714977808,0.88713634,1.0,0.5529480694870871,0.6159227,0.0,0.9466803339947238,0.9613836,1.0,76.05893266184499,70.669136,1.0,0.561441628000253,0.77164614,1.0
39,0.7549555359106811,0.6898037,1.0,0.5330856444621126,0.56276107,1.0,0.051736714803232164,0.053973697,1.0,0.7775937127084553,0.8134468,1.0,98.82896575576449,73.15619,0.0,0.6940248990178006,0.76171046,1.0
30,0.3971928165745997,0.31306624,1.0,0.5262205924719784,0.5374952,1.0,0.30245651394361905,0.5894023,1.0,0.5567077277911785,0.6061682,1.0,42.329311605356146,31.895506,1.0,0.6375140305290291,0.7532042,1.0
42,0.535322534981721,0.640198,1.0,0.8865108043351941,0.89656514,1.0,0.8908219698601031,0.8495945,1.0,0.9651030746868645,0.94660485,1.0,82.56311653624024,63.399776,1.0,0.5512024300808072,0.72606874,1.0
91,0.41072066430658005,0.37161118,1.0,0.9954623240335265,0.9773251,1.0,0.8888912418131519,0.8234096,0.0,0.9013276725962149,0.8437463,1.0,42.92973617614072,50.28201,1.0,0.539108791520779,0.6756673,1.0
95,0.9142484892351247,0.927837,1.0,0.6542636774164863,0.7990669,1.0,0.10009773698058322,0.179679,1.0,0.8884239292072161,0.84403235,1.0,18.16933631684135,10.362494,1.0,0.2909780746471038,0.6747113,0.0
14,0.07985279350457997,0.277793,1.0,0.685367014153037,0.6988906,1.0,0.5910446573407417,0.42240113,0.0,0.8552039876598873,0.90992457,1.0,24.456940000850157,20.352882,1.0,0.5782405284007084,0.6566056,1.0
67,0.6477792938324021,0.61082184,1.0,0.5195464598883917,0.59543633,1.0,0.7474538578287468,0.5214088,1.0,0.8733870837339369,0.69496745,1.0,17.764483564948584,11.191416,1.0,0.22336347168261506,0.60336655,1.0
129,0.8438247237822025,0.8899041,1.0,0.605055713354179,0.6562969,1.0,0.2468995538142328,0.21879438,1.0,0.8739107833988912,0.8213934,1.0,52.41953004254817,46.389996,1.0,0.47226149808589507,0.57584655,1.0
121,0.4288843211543565,0.53094226,1.0,0.623385853984044,0.64089847,1.0,0.07236360962573107,0.09617743,1.0,0.9690663557839083,0.879053,1.0,77.29470304278243,58.65906,1.0,0.35676092782536234,0.5542654,1.0
110,0.05924468369349056,0.63222975,0.0,0.5155584285635653,0.543326,1.0,0.07829196352168111,0.112295225,1.0,0.853421652956224,0.96758735,0.0,51.61983696803004,36.404835,1.0,0.22770603392840177,0.55310464,0.0
59,0.20664034544166432,0.33188805,1.0,0.9376726964874378,0.9397964,1.0,0.04527630058735488,0.11677082,1.0,0.7825936871726413,0.81254745,1.0,20.598302654741982,29.728706,1.0,0.7010885077272873,0.5362863,1.0
141,0.583362023351835,0.42929375,1.0,0.960126508165764,0.85261434,0.0,0.619204216967243,0.6195442,1.0,0.9148795620827507,0.96009666,1.0,94.87581453319403,85.38863,1.0,0.5118241485803116,0.5312826,1.0
79,0.26634886753621323,0.2634765,1.0,0.5600963208678984,0.56090796,1.0,0.5124394076265228,0.61226183,1.0,0.8093633295551002,0.84102637,1.0,54.258092303105904,61.70826,1.0,0.49627696211908745,0.46597007,1.0
