q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing
0.42495984,0.90714455,0.087897144,0.9691428,51.1037,1.6951398,0.0018273834,0.05019325,1.0747327
0.094928384,0.7995133,0.1382674,0.95666814,62.407185,1.7812101,0.0029959898,0.09173137,0.015577137
0.57542914,0.7791915,0.0033308116,0.8094694,81.33875,1.6637042,0.004161764,0.19550906,0.041323572
0.49192303,0.8240885,0.0048907604,0.7698545,75.247574,1.243606,0.0014995986,0.062254347,0.2496068
0.30036056,0.7559856,0.033178292,0.77456516,93.52502,0.89267987,0.0011069386,0.046299547,0.114238024
0.34300494,0.84307677,0.08605255,0.9598144,53.429195,1.6219347,0.001935232,0.070038915,0.17625749
0.15029728,0.83104485,0.04699761,0.98777306,58.51915,2.2331538,0.004347061,0.060016908,0.35640314
0.6479136,0.83244604,0.02060681,0.84377706,74.77058,1.2292266,0.0017336839,0.12971158,0.011489771
0.6274917,0.86499417,0.12586233,0.88983184,88.39145,1.8101134,0.004813383,0.069248326,0.070328966
0.14546508,0.98484874,0.049828894,0.96693444,69.4179,1.5806116,0.002241479,0.039921574,0.033448152
0.3734973,0.81122935,0.043795094,0.76375943,96.827705,1.911941,0.0064175036,0.06444757,0.059014685
0.052993596,0.7630206,0.109910384,0.8162538,90.36079,2.0530403,0.0064181066,0.036161955,0.026649516
