index,mean,std,5%,50%,95%,subject_id,subject_year
cost_stop_error,0.3436317255797724,0.08100525163292455,0.22406796200955661,0.3568522813978167,0.45021331743570236,SUB,013.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,013.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,013.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,013.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,013.csv
q_d_n,0.46328955292701723,0.19490408348934812,0.20226134210824967,0.5156551748514175,0.7059300929307937,SUB,014.csv
q_d,0.7950052499771119,0.175637460739346,0.5325412064790725,0.8841637670993805,0.9524611562490463,SUB,014.csv
q_s_n,0.3232000883668661,0.1711572131208671,0.06547343153506519,0.3419487625360489,0.531925106048584,SUB,014.csv
q_s,0.7607539892196655,0.13519752311136363,0.5551375836133957,0.7802586257457733,0.9332530796527863,SUB,014.csv
inv_temp,82.93968353271484,10.67486111835337,66.58657875061036,84.99214553833008,95.54484329223632,SUB,014.csv
cost_stop_error,0.33766038781960805,0.14274958693746526,0.204561313537868,0.29752031834781356,0.5848062359761719,SUB,014.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,014.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,014.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,014.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,014.csv
q_d_n,0.37300134226679804,0.20338604095567903,0.10489505641162396,0.4092796891927719,0.6533559024333953,SUB,015.csv
q_d,0.7295652091503143,0.14565029378301783,0.5055708110332489,0.7605343759059906,0.8944822251796721,SUB,015.csv
q_s_n,0.401762081682682,0.29981559642754796,0.0834986750036478,0.4203752875328064,0.8470874428749084,SUB,015.csv
q_s,0.7132483124732971,0.12548855022827854,0.5434940606355667,0.7234063446521759,0.8858925104141233,SUB,015.csv
inv_temp,86.69403533935547,8.493580273082943,72.04998321533203,88.60090255737305,94.7336612701416,SUB,015.csv
cost_stop_error,0.294372319402569,0.08419127451605549,0.17090235341963428,0.30758270274260746,0.385639524185572,SUB,015.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,015.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,015.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,015.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,015.csv
q_d_n,0.41746237203478814,0.16481628621990466,0.1964301396161318,0.40224355459213257,0.6692238926887512,SUB,016.csv
q_d,0.7523194432258606,0.11419093401248558,0.6053361862897872,0.7568757236003876,0.9092303127050398,SUB,016.csv
q_s_n,0.42238299213349817,0.24017257965532765,0.09683130849152805,0.48112815618515015,0.7291796088218688,SUB,016.csv
q_s,0.7437058985233307,0.07595121510532638,0.6323405414819717,0.7554415464401245,0.8345029026269912,SUB,016.csv
inv_temp,81.06399230957031,6.803056676043032,70.6554027557373,81.97298431396484,88.96001091003417,SUB,016.csv
cost_stop_error,0.2327809000390074,0.08002133368119942,0.15640539416510116,0.2025536137102068,0.35761551530423785,SUB,016.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,016.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,016.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,016.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,016.csv
q_d_n,0.43967346101999283,0.2217509128692788,0.1836612679064274,0.3928159922361374,0.7726599484682082,SUB,017.csv
q_d,0.7150051832199097,0.09231790600378338,0.5771405965089798,0.7225675880908966,0.8200306177139282,SUB,017.csv
q_s_n,0.4211676388978958,0.3501640683483533,0.06020914539694786,0.3247949928045273,0.9124745309352873,SUB,017.csv
q_s,0.6868784964084625,0.11021968085605251,0.5176303565502167,0.6767434775829315,0.8121985763311386,SUB,017.csv
inv_temp,88.73246002197266,6.254648149812628,81.1809295654297,87.60591506958008,96.36341247558593,SUB,017.csv
cost_stop_error,0.24334476057124776,0.06719998084023489,0.15665192263255623,0.24572084250118265,0.33759519519522346,SUB,017.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,017.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,017.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,017.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,017.csv
q_d_n,0.46279473006725313,0.12086776267895337,0.28322953134775164,0.4755726605653763,0.5871088951826096,SUB,018.csv
q_d,0.7944475054740906,0.14801817535331147,0.5563334345817565,0.8250266909599304,0.953702399134636,SUB,018.csv
q_s_n,0.3779359109699726,0.23078770885873828,0.11460406370460988,0.2913554012775421,0.67845861017704,SUB,018.csv
q_s,0.7349005043506622,0.13297497051729676,0.5813134163618088,0.7090506553649902,0.9333465158939361,SUB,018.csv
inv_temp,87.21495056152344,9.130123368333823,73.5875343322754,89.0445442199707,97.72497329711913,SUB,018.csv
cost_stop_error,0.3554989139856953,0.10783934317422877,0.2531661594899783,0.31533948760964114,0.5358850472831662,SUB,018.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,018.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,018.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,018.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,018.csv
q_d_n,0.4143280476331711,0.2397126943257282,0.11545605361461639,0.3609064221382141,0.8044741213321684,SUB,019.csv
q_d,0.7609133422374725,0.13364282054688492,0.6045859456062317,0.7165003716945648,0.9428210258483886,SUB,019.csv
q_s_n,0.4732006672769785,0.28867093390705056,0.08943715821951628,0.5349082350730896,0.8370091497898101,SUB,019.csv
q_s,0.7894838511943817,0.10806000655871222,0.7040589272975921,0.7468541264533997,0.9884681224822998,SUB,019.csv
inv_temp,86.36362915039062,8.524165880586144,75.61153678894043,86.19703674316406,97.35090980529785,SUB,019.csv
cost_stop_error,0.7136539470282677,0.5318828350295741,0.20929447053948338,0.5704857039059046,1.5093577503317759,SUB,019.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,019.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,019.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,019.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,019.csv
q_d_n,0.42227731347084047,0.18430457996380303,0.19052507281303405,0.36092719435691833,0.6859979450702667,SUB,020.csv
q_d,0.7536411821842194,0.09387865542355629,0.6108629018068313,0.7817513048648834,0.8497582346200943,SUB,020.csv
q_s_n,0.3988004893064499,0.33371082490867543,0.07049805000424385,0.22569040954113007,0.8909896969795227,SUB,020.csv
q_s,0.7359552025794983,0.08724388121152425,0.6177611619234085,0.7515944540500641,0.8436851233243942,SUB,020.csv
inv_temp,81.84367027282715,11.863309903925302,63.096624565124515,83.59909057617188,95.7629467010498,SUB,020.csv
cost_stop_error,0.38890260805490723,0.2197243566056638,0.14775272944076293,0.34147524700655674,0.7288302433864469,SUB,020.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,020.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,020.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,020.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,020.csv
q_d_n,0.489011162519455,0.19479160292472517,0.21813074201345445,0.5173712223768234,0.7095794141292572,SUB,021.csv
q_d,0.7955480456352234,0.16230517739883912,0.5438710033893586,0.8498067855834961,0.9686041951179504,SUB,021.csv
