case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
97,0.26381325212959694,0.35721686,1.0,0.9088591788830862,0.9171726,1.0,0.6028776836821144,0.5834713,1.0,5,5.6206512,1.0,0.059350315169125735,0.124856114,1.0,6.209882862938956,6.6675844,1.0,0.02372533042731646,0.024693914,1.0
98,0.41063871900821725,0.5391069,1.0,0.5504389671230068,0.5954104,1.0,0.6694481723641938,0.7580406,1.0,6,6.1331778,1.0,0.029482490649715625,1.6090548,1.0,0.10972106357351448,0.11147766,1.0,0.022047167266972645,0.027580742,1.0
99,0.7970431788313473,0.80276626,1.0,0.9263820172401406,0.94405913,1.0,0.8229469215176,0.7289293,1.0,15,15.22599,1.0,0.03183725846404137,1.2077796,1.0,0.04615380769643376,0.16551389,1.0,0.009504552105028123,0.010710871,1.0
100,0.7850769250317431,0.6943672,1.0,0.8759446906237389,0.85319936,1.0,0.7612033571406964,0.7719241,1.0,12,12.399718,1.0,0.5823220997882538,0.79189557,1.0,0.06907442166733534,0.1042125,1.0,0.000558837276377454,0.00084269344,1.0
101,0.21668724828599606,0.25995624,1.0,0.9200761257020381,0.8659097,1.0,0.9208517691615139,0.9391924,1.0,6,5.768413,1.0,0.5536235626836081,2.6927636,1.0,4.0429609284344625,2.684872,1.0,0.02110163292801995,0.011069114,1.0
102,0.6668684984773108,0.6772023,1.0,0.5514754597314366,0.52513903,1.0,0.6999337838277411,0.65829366,1.0,5,6.9784536,1.0,0.010607747770446863,0.06733445,1.0,0.04223178189291159,0.30730188,1.0,0.0009645225428227095,0.004334028,1.0
103,0.7885063822407905,0.72833467,1.0,0.67077457761749,0.6442064,1.0,0.5739674384238762,0.6649462,1.0,11,10.0702305,0.0,0.16734434309938395,0.18754484,1.0,0.02364373283215957,0.049310464,1.0,0.001880551754294104,0.0014149578,1.0
104,0.5873477325552067,0.3419018,0.0,0.9017299549725826,0.8077313,0.0,0.7733681609099883,0.80631804,1.0,6,5.6092978,1.0,0.019517752677551122,1.5660945,1.0,0.03946194734521393,0.034645442,1.0,0.0005457692133544859,0.0014605327,1.0
105,0.625242545424013,0.42544007,1.0,0.783950485940688,0.74720985,1.0,0.9807244258193544,0.9540303,1.0,6,6.1194453,1.0,0.042327460570047146,1.6338389,1.0,0.04635765648934944,0.12026687,1.0,0.010703425767927549,0.010177189,1.0
106,0.8593630762552046,0.8447516,1.0,0.8564206747816292,0.84345573,1.0,0.5855039271170001,0.69623864,1.0,4,4.2994423,0.0,0.06364699577331928,2.0279512,1.0,0.2782061370279504,0.16029693,1.0,0.020239715347000697,0.014258555,1.0
107,0.14205130035659408,0.4243844,1.0,0.5427967986679749,0.6097534,0.0,0.7487131408903734,0.78644896,1.0,6,4.948201,1.0,0.09007947666122394,0.094770044,1.0,0.5083189080543037,3.225145,1.0,0.0001713716030563146,0.0036832527,1.0
108,0.1501264038701816,0.16499698,1.0,0.7876037624888876,0.82852745,1.0,0.5409052978002264,0.56567055,1.0,6,5.5576715,1.0,2.9658097681346307,5.2785096,1.0,2.050236088510211,2.1802187,1.0,0.0008414908386986324,0.0008939021,1.0
109,0.024762274713344024,0.078489356,1.0,0.573089026615198,0.58304673,1.0,0.5053875136873921,0.60258406,0.0,6,5.355127,1.0,2.1627264563995943,3.9247994,1.0,0.1106199451225025,0.4811048,0.0,0.001646620247475874,0.0036527163,0.0
110,0.11790334841499017,0.38326463,1.0,0.9280044312202143,0.9157203,1.0,0.9765534409373624,0.96263564,1.0,5,4.411965,0.0,0.47772621489949924,1.389555,1.0,4.15545911545387,4.2418065,1.0,0.010338587356404179,0.010573313,1.0
111,0.3362416870779299,0.4015164,1.0,0.6420244029817197,0.65199417,1.0,0.6701744969997872,0.64099216,1.0,10,9.204869,1.0,5.161805267091741,3.0120835,1.0,0.03390172772266179,0.12012463,1.0,0.00011303718310571196,0.00028248428,1.0
112,0.07361505035105831,0.06885039,1.0,0.7792145234510224,0.7840991,1.0,0.5946733066299854,0.56440544,1.0,16,15.806094,1.0,4.124423401155957,2.1943479,1.0,0.10082479299078939,0.7346734,1.0,0.021942850257862336,0.0277439,1.0
113,0.1749246069529048,0.24802542,1.0,0.9656000566602401,0.97801524,1.0,0.6296268141816619,0.68716323,1.0,8,8.273663,1.0,0.014648143414067795,1.3064785,1.0,0.12578116453266935,0.101633415,1.0,0.0016057671377861411,0.0012046925,1.0
114,0.332161238153557,0.2879646,1.0,0.6970333330639211,0.6649054,0.0,0.510597395902985,0.5842264,0.0,12,11.422274,1.0,3.890275521610094,3.5410771,1.0,0.11757217906666517,0.3069143,1.0,0.0009227385269224957,0.0017042292,1.0
115,0.2511477550364706,0.2646026,1.0,0.8586147145017151,0.8664791,1.0,0.7226230660145905,0.69230735,1.0,7,7.1082954,1.0,0.014844280357971225,1.8920207,0.0,0.08126805057220905,0.074122705,1.0,0.007778075050043824,0.0031836783,1.0
116,0.48891677581136006,0.35797966,1.0,0.9935803524018676,0.9053619,0.0,0.6435437833188751,0.6350007,1.0,11,8.154509,0.0,0.015000299446452616,0.12608126,0.0,0.6889828407690859,0.83908546,1.0,0.0002810136934080856,0.00034665407,1.0
117,0.8043582087293423,0.49687085,1.0,0.5277223371538271,0.5407497,1.0,0.7097616894118425,0.697344,1.0,12,12.093182,1.0,4.025931016918426,2.4463127,1.0,0.010980808308856381,0.10217831,0.0,0.0004963093765069118,0.006442837,1.0
118,0.48949224200465025,0.45661825,1.0,0.9533283340155492,0.9789091,0.0,0.5836432554517926,0.7136785,1.0,15,15.234652,1.0,0.5649509125538473,1.320845,1.0,0.1032264095473895,0.113961644,1.0,0.00822318462937224,0.0042520887,1.0
119,0.33981698884904343,0.24924158,1.0,0.9430548274735792,0.93115443,1.0,0.8342148683720237,0.9318667,0.0,12,12.155205,1.0,0.4913385847748861,1.262167,1.0,0.37431534106587017,0.43985876,1.0,0.00108558867002082,0.0018503881,1.0
120,0.912308269892756,0.58033067,1.0,0.8011582913135956,0.6714255,1.0,0.6875754509336357,0.7703898,0.0,7,6.2268395,1.0,1.022152407398328,2.8258326,1.0,4.8957742193726235,5.5490594,1.0,0.00012474163580491663,0.0011014476,1.0
121,0.6285570770215418,0.4207621,1.0,0.5833614484246603,0.58667916,1.0,0.803832777200819,0.7935139,1.0,13,11.816236,0.0,0.12778478426446732,0.085700974,1.0,0.023780330938251038,0.0355325,1.0,0.00013827192040453902,0.00031253908,1.0
122,0.3842332246266723,0.27165246,1.0,0.803590460803603,0.7784243,1.0,0.7949471364463176,0.714584,1.0,4,4.357289,0.0,0.202554228917129,1.6610466,1.0,0.034814632289431074,0.1496376,1.0,0.038893611909610576,0.04272439,1.0
123,0.7330037185223226,0.47533092,1.0,0.7340750719140059,0.70271,1.0,0.5055454530555715,0.7333571,0.0,11,6.2857313,1.0,0.0269228070916464,0.063322246,1.0,3.4775205410493295,6.4824896,1.0,0.0003798514249526741,0.0014187507,1.0
124,0.10951657049488006,0.27671248,1.0,0.9752942474559045,0.9851184,1.0,0.5382748728011699,0.7318489,1.0,5,5.0589046,1.0,2.311505335814077,1.5102159,1.0,0.043915148070259404,0.11736301,1.0,0.002366665801457694,0.0057321917,1.0
125,0.7362054645145478,0.8910619,1.0,0.6129372727411238,0.7358979,1.0,0.550699450348964,0.5907404,1.0,8,7.1366925,1.0,0.02604914587840425,0.0618655,1.0,4.413477170697303,5.528252,1.0,0.022326133615295167,0.025130069,1.0
126,0.9345963281790118,0.5429347,1.0,0.5488121260054214,0.59714437,1.0,0.6757685327357922,0.68351954,1.0,5,5.0565724,1.0,5.457811546558274,1.5128077,1.0,0.8276048402574512,2.1163921,0.0,0.013644072558662049,0.033012193,0.0
127,0.059731788197840974,0.090451375,1.0,0.7357340848585239,0.7504672,1.0,0.5173304256012552,0.6358954,1.0,6,5.9726934,1.0,0.06780062939842635,0.33764777,1.0,0.33511572204223167,0.35323048,1.0,0.002622028278425706,0.002581493,1.0
128,0.37843725145376605,0.30144927,1.0,0.5461565644950064,0.54318345,1.0,0.640672115623812,0.7086248,1.0,15,15.175447,1.0,4.202861804865002,2.6435664,1.0,0.20339476884194066,0.08783202,1.0,0.003893297322629149,0.004148939,1.0
129,0.08559052904159992,0.12935466,1.0,0.7978090976638625,0.82347023,1.0,0.92878565423903,0.8504976,1.0,16,15.800184,1.0,2.6299277449556846,0.6704539,1.0,0.14904384875293142,0.2606261,1.0,0.0012234947386485214,0.0023397382,1.0
130,0.7245724721929656,0.59890205,1.0,0.9994833693575579,0.99213403,1.0,0.6264638456502549,0.6338223,1.0,15,15.127037,1.0,0.09244065642911678,1.6772683,1.0,0.026628728283870116,0.29803047,0.0,0.00047782078370628986,0.0022004857,1.0
131,0.5375494749677262,0.4094088,1.0,0.9927526431266906,0.9834985,1.0,0.6152943432582226,0.7631143,1.0,14,14.202412,1.0,0.09581643644764072,1.2408186,1.0,0.047375583473375754,0.04680143,1.0,0.0006003830913520304,0.0012287648,1.0
132,0.4709285201655917,0.40501478,1.0,0.7824309570351753,0.75237733,1.0,0.6382116833613374,0.6335349,1.0,8,6.7993784,0.0,1.7187151805055623,3.7480967,1.0,1.0687466298721244,1.8642819,0.0,0.0014491522951842752,0.004110572,1.0
133,0.4012237839819658,0.6026189,1.0,0.9964725859126328,0.5642797,0.0,0.5069563837882272,0.7036808,0.0,15,9.071822,1.0,0.03765038726677705,0.07185786,1.0,3.692530572297108,3.6943457,1.0,0.00012183916050259607,0.0022213496,0.0
134,0.32629953613043927,0.34122992,1.0,0.7526154060071444,0.7658654,1.0,0.846414563530711,0.713991,1.0,5,5.118443,1.0,0.06394013713699928,1.6841124,1.0,0.013153673294365582,0.15531805,0.0,0.03157995600614576,0.030849246,1.0
135,0.4182887739916733,0.44025138,1.0,0.7891413137750578,0.7840791,1.0,0.6290934379276859,0.58149874,1.0,14,14.386611,1.0,0.25728161691694335,1.857381,1.0,0.02127725569478295,0.29228938,1.0,0.0009445625015498682,0.0031810475,1.0
136,0.422337284780693,0.42759034,1.0,0.6341236013089089,0.6526047,1.0,0.5695918829621065,0.6857491,1.0,10,8.718615,0.0,0.011065597050932975,0.062523514,0.0,0.04113049855143814,0.094572425,1.0,0.0025187495274260883,0.0006324498,0.0
137,0.06274016072139554,0.6185051,0.0,0.5079393617322286,0.5882489,1.0,0.5787218517236509,0.7248175,1.0,5,5.0337434,1.0,0.4086423813205794,1.7659917,1.0,0.49978113120397816,0.36677963,1.0,0.017598868347524235,0.03176326,1.0
138,0.7869951974224315,0.34418163,0.0,0.5320216450380599,0.5725819,1.0,0.5489326667526273,0.71175665,1.0,9,9.176046,1.0,1.2244708546365868,1.8553175,1.0,0.028871523856860194,0.106000595,1.0,0.0013591516505285699,0.017729301,0.0
139,0.06355857179623559,0.07640463,1.0,0.760514627868788,0.7562257,1.0,0.5480766878204546,0.57906604,1.0,6,6.2356143,1.0,0.510852349185152,2.7140067,1.0,0.018956875161220126,0.16938235,1.0,0.0002071462485342974,0.0024077715,1.0
140,0.13130072938859616,0.13811699,1.0,0.7753825944162942,0.7627072,1.0,0.6108258881743163,0.6033614,1.0,12,12.068404,1.0,1.0336839025632807,3.203138,1.0,0.30655089695983806,0.23035,1.0,0.0007377759894114492,0.0006193186,1.0
141,0.9249400676289488,0.9083659,1.0,0.904595552916457,0.8572228,1.0,0.8160455972336167,0.7781378,1.0,12,11.123434,0.0,0.015785966804165445,0.043035448,1.0,0.05977770776782077,0.088821635,1.0,0.00020234426914840433,0.00036591513,1.0
142,0.30964922210150647,0.23730275,1.0,0.6736159513198627,0.6742908,1.0,0.5106220336780145,0.5790842,1.0,12,12.06107,1.0,0.01964508882233476,0.082029946,1.0,0.03550980135999018,0.105892554,1.0,0.002963947615023785,0.0033331122,1.0
143,0.6976374517992128,0.7055692,1.0,0.5333941147775421,0.53821695,1.0,0.8890446084256244,0.94347316,1.0,9,9.142103,1.0,1.1542231564889471,2.8953676,1.0,1.5567738880005977,1.550051,1.0,0.00236073726648632,0.0020489949,1.0
144,0.08904579152575487,0.44334778,1.0,0.7099915352312656,0.8426288,1.0,0.9855507563298236,0.86161005,1.0,7,5.4912343,0.0,0.17907458754926805,0.5113177,1.0,7.3994107256763675,7.5950227,1.0,0.0034193909863945355,0.0064644255,1.0
145,0.9162483838173736,0.8296672,1.0,0.8997181226672084,0.8283383,1.0,0.9894847159396946,0.76592386,0.0,5,4.7078815,1.0,0.7504640104765844,2.945421,1.0,0.03540212999608041,0.039962996,1.0,0.0005950428805091983,0.0008964043,1.0
146,0.13752642754726718,0.36471948,1.0,0.5391131234446342,0.5460305,1.0,0.6911480623826995,0.765811,1.0,6,5.9987984,1.0,0.011348810853626932,0.042887233,1.0,0.021222136173102615,0.05547622,1.0,0.0001790375105161929,0.0010905318,1.0
147,0.8949361105904643,0.82709354,1.0,0.786404964634754,0.7211577,0.0,0.6910641548793103,0.6815817,1.0,8,7.65668,1.0,9.957460314134227,2.9322045,0.0,0.06862932644685543,0.07815107,1.0,0.0003610186130757071,0.000542173,1.0
148,0.4205987333283516,0.2911692,1.0,0.54566503793794,0.5569408,1.0,0.8335442743216089,0.83619714,1.0,11,9.833998,1.0,2.0464537507161564,2.5865066,1.0,2.2404314803196774,3.771995,1.0,0.005635333921985713,0.013984265,1.0
149,0.5361437021106622,0.4782869,1.0,0.7804104540583905,0.7575177,1.0,0.6983294536694291,0.62738127,1.0,8,7.8164325,1.0,0.06390020360325988,0.60267663,1.0,0.03330134559198817,0.06036763,1.0,0.00010478225548906212,0.000808717,0.0
150,0.07469796868163425,0.7191876,0.0,0.5576410477556135,0.7313286,0.0,0.956715929909489,0.95709014,1.0,8,7.4028444,1.0,9.693795376581239,4.6260614,0.0,8.652299529587605,8.839708,1.0,0.002218551853881581,0.002206369,1.0
151,0.275258081288526,0.44271496,1.0,0.7895569404626754,0.8502102,1.0,0.7913536841290308,0.77396256,1.0,11,10.813606,1.0,0.15247666749139224,1.656482,1.0,0.9330808946944547,1.2996941,1.0,0.0003793270979669625,0.0012649623,1.0
152,0.1498391058508982,0.28663543,1.0,0.7827554545546502,0.89564615,1.0,0.5296471394540718,0.5652605,0.0,9,8.92306,1.0,0.3858017198100955,0.8955615,1.0,2.3165187869065007,2.1865013,1.0,0.0006924717479766071,0.0005531453,1.0
153,0.6127445260464489,0.5575387,1.0,0.9105956919874886,0.8902033,1.0,0.904931258202063,0.74588335,1.0,15,15.116811,1.0,1.8792936319203501,1.4818703,1.0,0.030165601190733582,0.041828133,1.0,0.0002246835386623052,0.0010145942,1.0
154,0.957154331709694,0.93483365,1.0,0.6949498572449333,0.72248185,1.0,0.521727605733455,0.51761866,1.0,9,7.6308565,0.0,0.2932817870177988,0.28195995,1.0,2.401717579981184,1.9593122,1.0,0.001651978450555813,0.0005239225,1.0
155,0.5039946484799542,0.40442306,1.0,0.7348020656535732,0.6981758,0.0,0.5328256057645497,0.562141,1.0,9,8.999585,1.0,3.992764097891536,2.1719449,1.0,2.3164980095749574,1.2455527,1.0,0.02522564320321476,0.020771634,1.0
156,0.7724480617050481,0.8314208,1.0,0.8059338304869132,0.8454382,1.0,0.9219815900997528,0.86280054,1.0,5,4.9750614,1.0,0.07263175136508128,0.081637524,1.0,0.6517372845891856,1.1081157,1.0,0.013263940314819858,0.015523323,1.0
157,0.4976975633643308,0.2995563,1.0,0.6198658946132352,0.62739825,1.0,0.741694752734989,0.7557312,1.0,6,5.7862906,1.0,4.99535454890955,5.2368436,1.0,2.2598084878931735,2.6616156,1.0,0.0014782542594064523,0.0027942096,1.0
158,0.7139739866958544,0.36565384,0.0,0.9607816963164204,0.9160355,1.0,0.5185980603376223,0.53826076,1.0,15,13.502618,1.0,2.3457409563802005,4.389302,1.0,3.1619948632804995,2.971523,1.0,0.0013651998568438974,0.00045396396,0.0
159,0.8891818720721325,0.5834679,0.0,0.9315412309654565,0.7636356,0.0,0.5258010110819815,0.8476409,0.0,15,13.357569,0.0,0.02029752499053053,0.09974382,1.0,0.06475517992955125,0.03010549,0.0,0.0010577823766299344,0.0005216861,1.0
160,0.27152128410642595,0.303972,1.0,0.8792346628584444,0.8826751,1.0,0.7206812253325368,0.8566416,1.0,9,9.204282,1.0,0.245359574180713,1.570965,1.0,0.122749191382119,0.12700221,1.0,0.03347882496783307,0.03805192,1.0
161,0.3428204696693523,0.27315152,1.0,0.9931169505865937,0.9841756,1.0,0.5757414592525458,0.54606664,1.0,12,12.007312,1.0,3.4062916120649605,1.6600789,1.0,0.5713098650711642,0.45173895,1.0,0.0018463879328685718,0.0013651903,1.0
162,0.10693166223414574,0.12422395,1.0,0.9233631386989536,0.9132484,1.0,0.8762514274173047,0.8130302,1.0,9,9.04074,1.0,0.1259580510091393,1.7509294,1.0,0.7215578486761708,0.8047969,1.0,0.021190819341086516,0.025967056,1.0
163,0.8032632707204234,0.8039361,1.0,0.6724981196068944,0.6876864,1.0,0.9955082680269802,0.68205464,0.0,13,12.107632,1.0,4.473874267650139,3.2950132,1.0,0.060344196970599895,0.13342896,1.0,0.00015292022579675637,0.00035846588,1.0
164,0.12510186356945507,0.33029988,1.0,0.6818904799230826,0.7516791,1.0,0.7540255998706469,0.8066057,1.0,4,4.1782756,1.0,0.019331438208214723,0.09664586,1.0,1.6662128401492402,2.423447,0.0,0.00015164388845632652,0.0013967468,1.0
165,0.5801101393379208,0.57179666,1.0,0.9241586952828806,0.8860835,1.0,0.9832158807918596,0.93034923,1.0,14,13.916019,1.0,3.244613209931897,1.3678371,1.0,0.03060244835312856,0.073603414,1.0,0.0030128758679872306,0.0065093134,1.0
166,0.3674352579707205,0.31309456,1.0,0.9098967220174354,0.8853611,1.0,0.9921290152431743,0.97181106,1.0,11,11.283186,1.0,0.011221233293338299,1.5779808,0.0,0.6376804347657218,0.45027876,1.0,0.0012312965679865172,0.0010962203,1.0
167,0.9379248882854995,0.9376068,1.0,0.857320827883572,0.87685215,1.0,0.5911976595659942,0.7135856,1.0,8,8.128805,1.0,0.6164786138525777,3.0124652,1.0,0.2768150545440721,0.1255508,1.0,0.009168502834502209,0.008578688,1.0
168,0.4110547253235617,0.26010907,1.0,0.7188279474672472,0.7012182,1.0,0.8799899238951274,0.86501515,1.0,12,11.749585,1.0,1.6240462366085573,1.5976144,1.0,0.14401264614548012,0.09061566,1.0,0.010222312186684774,0.008993691,1.0
169,0.7462127442370106,0.5711492,1.0,0.8336712018759244,0.7880801,1.0,0.9315325465892785,0.94753957,1.0,13,12.857045,1.0,4.108255145762813,2.6277294,1.0,0.03069520227551246,0.03254709,1.0,0.0030872309226808825,0.0019661847,1.0
170,0.945469191263019,0.5371621,0.0,0.9124015475563063,0.6821744,0.0,0.9003720467537085,0.90248126,1.0,12,10.850399,0.0,0.11344310421134815,0.08299089,1.0,0.02541563806931193,0.034163035,1.0,0.0007107160517511841,0.0016529281,1.0
171,0.2160426192940521,0.703754,1.0,0.5167896981872022,0.5928854,1.0,0.9262909150230183,0.7696718,1.0,14,13.981998,1.0,0.016270149399331024,1.8551778,0.0,0.14524725928846585,0.093144834,1.0,0.012479232093769643,0.016789291,1.0
172,0.5403825796300833,0.3494982,1.0,0.6324529750743078,0.6160734,1.0,0.6533799273560854,0.64204544,1.0,13,12.700695,1.0,5.937370826416745,5.978132,1.0,3.8909614785770463,3.4426122,1.0,0.006871882997926356,0.004318824,1.0
173,0.7331818882275519,0.45500344,1.0,0.9230248071880178,0.82165504,1.0,0.9853051821083332,0.95052916,1.0,14,13.420649,1.0,0.08404721752191803,1.3672996,1.0,0.018815468957161487,0.02535046,1.0,0.0021849795894059386,0.001062551,1.0
174,0.7931383416263607,0.36006513,1.0,0.9150617254875553,0.84627855,1.0,0.9764715598051525,0.79289824,0.0,13,10.363971,0.0,0.0530320677906445,0.26128647,1.0,8.936363578070527,8.286125,1.0,0.0017182099369393118,0.00089803804,1.0
175,0.7076286186031484,0.7252295,1.0,0.8831760118858025,0.9071853,1.0,0.8260225654738949,0.7134749,1.0,5,5.1178293,1.0,0.017461757321106802,0.32805914,1.0,0.3905585325510331,1.0146694,1.0,0.0099726983394823,0.015787322,1.0
176,0.6260854447001992,0.70767957,1.0,0.6019216616296348,0.5875264,1.0,0.7353775144766468,0.71763813,1.0,12,11.947499,1.0,0.9601924705897955,50794.13,1.0,0.024574319087676638,0.028167328,1.0,0.0019461943714780053,0.000519526,0.0
177,0.15759719822559837,0.4238252,1.0,0.5404927729986082,0.63325965,0.0,0.5306961491235234,0.7961759,0.0,5,4.632328,1.0,0.06612013789952602,0.1665606,1.0,0.08089572031515668,4.318131,0.0,0.0005537652273005481,0.0030303262,1.0
178,0.5656254126227213,0.41948554,0.0,0.790299550532165,0.75499934,1.0,0.7348783432450323,0.6986522,1.0,14,14.053178,1.0,0.6387347386363077,0.71893984,1.0,0.05826798064857631,0.060473986,1.0,0.00012876775510466717,0.0003668049,1.0
179,0.5372910655274715,0.56502634,1.0,0.5866936786608814,0.5928091,1.0,0.6951702364941083,0.7360448,1.0,10,9.213963,0.0,1.9565732809365235,2.7641582,1.0,0.17255723511304172,0.17281266,1.0,0.00013273120327219202,0.0002676323,1.0
180,0.8381143552211027,0.72787815,1.0,0.6934922668354947,0.6755276,1.0,0.5407747180386508,0.68156314,1.0,13,11.959435,0.0,0.09978838249993566,0.07346682,1.0,0.0517058876037236,0.104385406,1.0,0.0011070099889559093,0.00041544388,0.0
181,0.216593633704795,0.23659065,1.0,0.9064696302923604,0.9126183,1.0,0.6086329087485565,0.67292637,1.0,11,11.154075,1.0,1.1294332738268122,1.7313694,1.0,0.041108902217900034,0.05781151,1.0,0.000717419316151411,0.0017566669,1.0
182,0.579592718485568,0.3996858,1.0,0.8793942436892042,0.8229884,1.0,0.9630186351971384,0.9498423,1.0,12,11.249192,1.0,0.07689028071641642,1.3531051,1.0,1.967958411647426,2.1970694,1.0,0.0010512314145726294,0.0011014389,1.0
183,0.8420140307216416,0.77402097,1.0,0.656571475200421,0.6169312,0.0,0.5730169727075711,0.6531173,1.0,15,13.217691,0.0,0.16108234016205586,0.19233423,1.0,0.13650995047514797,0.0656573,1.0,0.0015261268434558735,0.0003602603,0.0
184,0.8976448952581866,0.6703934,1.0,0.5560198431247387,0.5593545,1.0,0.7539385159801123,0.7409165,1.0,15,15.088252,1.0,1.163767722435636,2.5313702,1.0,0.010842389505779825,0.09968765,0.0,0.0028490067058132623,0.004981847,1.0
185,0.45135099394034073,0.3979032,1.0,0.593201634485094,0.5911919,1.0,0.770161556688144,0.63490015,0.0,10,7.942836,0.0,0.14766342880820252,0.22249195,0.0,2.1685976075949376,1.3930095,1.0,0.006040734118088605,0.0015053656,0.0
186,0.5546891407568543,0.5714035,1.0,0.6009621192660117,0.6133501,1.0,0.6581526715774568,0.7249899,1.0,11,10.040336,0.0,0.354614709748522,0.36268118,1.0,0.29379370741475963,0.20417672,1.0,0.00023437248480672983,0.00021770468,1.0
187,0.43078302933832,0.481721,1.0,0.7246103583044341,0.727504,1.0,0.7931347396470818,0.8246563,1.0,13,12.035043,1.0,1.0396040703138165,3.2170131,1.0,1.6084861236534957,2.2087631,1.0,0.0023589197979463376,0.0045207147,1.0
188,0.9354748366590296,0.9410502,1.0,0.69799318567277,0.70737284,1.0,0.8184620572163848,0.7644477,1.0,7,6.7080917,1.0,5.713393608654439,3.024892,1.0,0.01328619667813094,0.042273697,1.0,0.0019536314813408053,0.0020500603,1.0
189,0.19915712294553356,0.7182257,1.0,0.5072734224755379,0.5485398,1.0,0.647113451439687,0.6411115,1.0,11,10.208619,1.0,3.1499545696580706,6.1305914,0.0,5.36732761253086,6.63767,1.0,0.019337074320029374,0.020335086,1.0
190,0.6907590447663118,0.62898964,1.0,0.5820703696060638,0.58690035,1.0,0.9194227777122592,0.83738846,1.0,15,15.075469,1.0,1.3001989217575676,1.349809,1.0,0.6679456044152409,1.0004882,1.0,0.017760671225854386,0.020156868,1.0
191,0.20804166330882734,0.22064517,1.0,0.9737282264887389,0.92004204,1.0,0.9085501921015597,0.90505505,1.0,15,15.022713,1.0,0.10667714907288908,1.1619235,1.0,0.42616650884774343,0.31779626,1.0,0.0008382777485402319,0.00046107528,1.0
192,0.0888792939541212,0.2980913,1.0,0.5417487587965863,0.54974866,1.0,0.6695195662040612,0.774986,1.0,15,14.23015,1.0,0.07266002600679221,0.047690745,1.0,0.510880256247809,0.3914961,1.0,0.0091141869237785,0.008884586,1.0
193,0.27446676558216254,0.24160483,1.0,0.7106351966827864,0.72197264,1.0,0.6282709032327398,0.6901867,1.0,12,11.995082,1.0,0.2307442991345127,0.20233965,1.0,0.3670411388107336,0.17234205,1.0,0.0069655307531488984,0.0045117247,1.0
194,0.5076993525713489,0.28169832,1.0,0.8909012788571572,0.9076064,1.0,0.7350635172987952,0.7878771,1.0,4,4.580335,1.0,0.06422586215690429,0.24507013,1.0,0.8062274771263302,0.8121474,1.0,0.0028902152411427687,0.002285684,1.0
195,0.628952817238452,0.5253777,1.0,0.9837421253034305,0.9294932,0.0,0.9269802059110184,0.6620049,1.0,10,9.846339,1.0,0.6683878176627421,1.5101388,1.0,0.044184155135803344,0.22230661,1.0,0.00026782419559945585,0.0020785853,1.0
196,0.5692293004638621,0.5245776,1.0,0.7530851646078448,0.74498814,1.0,0.5159964486830073,0.58957994,1.0,15,14.780746,1.0,0.13325113518409534,2.1420124,1.0,0.12080435085371287,0.17817391,1.0,0.006955416562790684,0.007784714,1.0
197,0.23751850347550352,0.38400862,1.0,0.5832966203034553,0.58494437,1.0,0.8380825172856807,0.69786036,1.0,10,10.179882,1.0,0.02590133156656068,2.1264665,0.0,0.06733991217310753,0.0874783,1.0,0.014544341171273394,0.013203996,1.0
198,0.8569683040989879,0.87679243,1.0,0.7172679150342129,0.7857123,1.0,0.5981934744997144,0.76028126,1.0,14,14.202148,1.0,0.8155806335070765,2.038781,1.0,0.02477245302196386,0.13945566,1.0,0.017554412389343826,0.02012127,1.0
199,0.12960134084300856,0.14266308,1.0,0.8666302014553368,0.844343,1.0,0.5048408075890991,0.60619104,0.0,10,10.282216,1.0,0.05572655180797692,0.6506365,1.0,0.2287726139837133,0.20432499,1.0,0.0014573743069385835,0.0044918144,1.0
