case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
108,0.6275037434897577,0.64686334,1.0,0.7981218156084453,0.85829735,1.0,13,12.463344,1.0,43.48936903817168,34.03168,1.0,6.33928626381671,19.498833,1.0,0.058089685487812,0.03284083,1.0
109,0.7712197273999057,0.88263345,1.0,0.9209248705044318,0.95898676,1.0,11,11.322589,1.0,43.401622521417686,42.00001,1.0,14.259843139514986,23.5028,1.0,0.1518412026666104,0.16129598,1.0
110,0.6818202120931611,0.6894727,1.0,0.6525810615036287,0.68088835,1.0,7,6.460504,1.0,36.04325093924329,26.100859,1.0,1.3024751533501446,1.3265656,1.0,0.03394952723623189,0.020996254,1.0
111,0.9236113083905473,0.9046167,1.0,0.5620299347400024,0.5825278,1.0,8,7.8447323,1.0,2.8705187653209374,3.5358083,1.0,1.897516982032087,11.915997,1.0,0.143706645468353,0.14317054,1.0
112,0.8133757419028715,0.77936023,1.0,0.7342475705780365,0.7365619,1.0,7,6.940849,1.0,2.9974892662375496,5.462929,1.0,1.8397305278140808,10.234499,1.0,0.38965495468101685,0.40786102,1.0
113,0.6634746236060819,0.6709155,1.0,0.8167252210032568,0.71316224,1.0,9,9.0073,1.0,1.7556514069538895,18.60159,0.0,3.337325847408336,11.012381,1.0,0.44123348558680386,0.4170641,1.0
114,0.7847812667850754,0.761503,1.0,0.9971713628541078,0.74024624,0.0,10,9.944532,1.0,5.765133400140988,5.610787,1.0,3.860302255407081,11.8411875,1.0,0.36172097425167116,0.31615755,1.0
115,0.666307084745779,0.68804073,1.0,0.7101207267523032,0.674296,1.0,11,10.09077,1.0,9.352931036238735,9.502906,1.0,41.653284125985365,12.413664,0.0,0.04522885848105872,0.037512053,1.0
116,0.8292945506012318,0.86852664,1.0,0.6840824503323953,0.68235415,1.0,7,5.9881024,1.0,32.90370588862966,32.85394,1.0,13.69090148283451,17.170023,1.0,0.017733069059963982,0.019432245,1.0
117,0.6485851627319741,0.6612154,1.0,0.7737638298202184,0.78978,1.0,15,15.013049,1.0,2.088399084711709,3.2516718,1.0,1.9199994859454932,5.459445,1.0,0.049444280433147816,0.0584539,1.0
118,0.5052981192707047,0.51962787,1.0,0.9913090271898142,0.82766366,0.0,15,14.992092,1.0,1.1031316082255862,2.566108,0.0,1.117230311855114,9.696772,1.0,0.027443109956370924,0.050457124,1.0
119,0.6634942549012556,0.6627415,1.0,0.6802573804101202,0.7425558,1.0,8,6.9507895,1.0,1.349809160534553,1.9416819,1.0,1.1553531114717293,7.358066,0.0,0.014795640383654463,0.01776339,1.0
120,0.6057111829031847,0.5953093,1.0,0.670483311641701,0.56461656,0.0,9,9.269563,1.0,3.4863864377252702,4.4755664,1.0,35.336715900618636,12.541464,1.0,0.08086985650042018,0.077937685,1.0
121,0.5469947325141622,0.5430885,1.0,0.7234261609621371,0.7176525,1.0,10,9.983508,1.0,1.5686295992800101,1.9537636,1.0,13.210238479506968,11.615872,1.0,0.07179360161123162,0.06771798,1.0
122,0.6303409563148805,0.62510973,1.0,0.5144861788801052,0.5879294,0.0,10,7.6075287,0.0,9.853004063782198,13.257431,1.0,19.571759299265626,20.16886,1.0,0.019690105320668266,0.02343426,1.0
123,0.7445507717738333,0.85703355,1.0,0.9870830972366834,0.9089923,0.0,15,14.219801,1.0,15.54644807411772,21.116348,0.0,19.457650394881675,11.200252,1.0,0.010030474748550072,0.033255532,0.0
124,0.5748008273088832,0.5648009,1.0,0.7757401419198786,0.8724131,1.0,7,5.981968,1.0,1.7176086009764133,2.4556801,1.0,1.8459264306513221,7.640488,1.0,0.017943793307149337,0.02074741,1.0
