case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
108,0.5750632019350908,0.56965125,1.0,0.7876037624888876,0.7734402,1.0,5,4.668302,1.0,2.0608819956157776,3.460736,1.0,25.120740240450147,20.440535,1.0,20.381140325400917,31.505766,1.0,0.03822150266147402,0.034864258,1.0
109,0.512381137356672,0.58781505,1.0,0.573089026615198,0.7531211,1.0,4,10.068184,0.0,1.803848448320777,23.386688,0.0,21.007089649692805,24.886187,1.0,3.9007420671164525,2.7739165,1.0,0.05832185482525266,0.07141022,1.0
110,0.5589516742074951,0.57045627,1.0,0.9280044312202143,0.8038895,0.0,15,15.316391,1.0,1.39483627794166,2.410685,1.0,8.932196994537545,15.796371,1.0,30.40780365801722,11.730044,1.0,0.18538719389406152,0.2879081,1.0
111,0.668120843538965,0.772896,1.0,0.6420244029817197,0.75420433,0.0,8,6.9300866,1.0,7.0636026565187775,13.997923,0.0,34.381344660205094,26.621788,1.0,1.9965353120997236,2.0013256,1.0,0.010801950966154257,0.037458126,0.0
112,0.5368075251755291,0.5230555,1.0,0.7792145234510224,0.66861355,1.0,6,8.5807295,1.0,44.28258061485677,24.836098,1.0,30.27897943676564,19.960016,1.0,3.7012089365674137,2.563692,1.0,0.29772585041195365,0.18981107,1.0
113,0.5874623034764523,0.5731208,1.0,0.9656000566602401,0.89265287,1.0,7,6.932344,1.0,3.588327974154225,4.7132034,1.0,1.2413279822026495,2.872759,1.0,4.195058099355093,11.933427,1.0,0.05740676219131151,0.08759947,1.0
114,0.6660806190767785,0.66202986,1.0,0.6970333330639211,0.74916863,1.0,4,4.4149904,1.0,14.833063008912692,13.485029,1.0,29.29316614140977,17.500063,1.0,4.037740944923784,4.2318125,1.0,0.04050472692609884,0.041537795,1.0
115,0.6255738775182353,0.61258674,1.0,0.8586147145017151,0.7393998,1.0,9,9.044917,1.0,2.7702138051498557,5.231869,1.0,1.2507138204949988,4.2909737,0.0,3.2757355913269315,12.812697,1.0,0.1549822128017785,0.2708657,1.0
116,0.7444583879056801,0.71123266,1.0,0.9935803524018676,0.95217663,1.0,7,7.323617,1.0,8.584529676448076,13.526215,1.0,1.2581415321265443,3.906731,1.0,10.990572474030444,6.8203406,1.0,0.01916322922508979,0.074221544,1.0
117,0.9021791043646712,0.9672062,1.0,0.5277223371538271,0.5528823,1.0,9,9.861076,1.0,12.011870367510427,15.226593,1.0,29.86734277226791,37.723087,1.0,1.0544164142802683,3.5339742,1.0,0.02741372405164562,0.03378252,1.0
118,0.7447461210023252,0.8351154,1.0,0.9533283340155492,0.9028039,1.0,6,6.1892614,1.0,39.623201502191364,29.451414,1.0,9.822104500011068,15.162477,1.0,3.7508819759277867,4.444539,1.0,0.16050747947502378,0.07052568,1.0
119,0.6699084944245217,0.79917717,0.0,0.9430548274735792,0.8952194,1.0,12,11.769502,1.0,14.957654675122667,14.48062,1.0,9.075455988460021,19.220627,1.0,7.779670068299601,8.262449,1.0,0.04486825472411089,0.048373263,1.0
120,0.956154134946378,0.9389815,1.0,0.8011582913135956,0.74349207,1.0,9,8.481302,1.0,2.4099553505327065,4.085725,1.0,13.741546363768427,15.817538,1.0,33.36634334724411,9.7839,1.0,0.011493123505466656,0.027752992,1.0
121,0.8142785385107709,0.9011795,1.0,0.5833614484246603,0.5871831,1.0,11,10.012616,1.0,18.957560371074813,28.131285,1.0,4.232772809843922,6.1854424,1.0,1.6332812350252601,3.631582,1.0,0.012262821346129061,0.021485386,1.0
122,0.6921166123133362,0.68783057,1.0,0.803590460803603,0.72253263,1.0,11,11.172666,1.0,1.0422704265849478,3.319729,0.0,5.494457702215279,3.6715627,1.0,2.0268068169837212,12.3927,1.0,0.42687236419163443,0.30396175,1.0
123,0.8665018592611613,0.8404647,1.0,0.7340750719140059,0.7127351,1.0,4,4.684253,1.0,10.94046089095305,13.664291,1.0,1.7522141572703789,5.393129,1.0,27.490354058651903,29.986645,1.0,0.023166481188389033,0.04387391,1.0
124,0.55475828524744,0.56729627,1.0,0.9752942474559045,0.92391735,1.0,5,5.173258,1.0,1.4369176780672572,2.3288443,1.0,21.813675234299005,38.029114,1.0,2.311678865413434,2.773417,1.0,0.07328297729767128,0.13469748,1.0
125,0.8681027322572739,0.89181685,1.0,0.6129372727411238,0.7248993,1.0,5,5.3569813,1.0,4.232861160034322,5.7098994,1.0,1.719782615774974,2.8076825,1.0,31.46307244472036,10.839174,1.0,0.3009889823322148,0.3370471,1.0
126,0.967298164089506,0.9439033,1.0,0.5488121260054214,0.58919215,1.0,8,7.969843,1.0,1.5226402884592054,3.3650956,1.0,35.48439986318441,25.587599,1.0,12.192925755354315,19.97825,1.0,0.2207609497981629,0.13581629,1.0
127,0.5298658940989205,0.5468581,1.0,0.7357340848585239,0.717583,1.0,4,4.4032,1.0,1.9047023185569492,2.1668851,1.0,2.9562901433590985,8.202043,1.0,7.307240599234765,9.21599,1.0,0.07816558967101551,0.19516708,1.0
128,0.6892186257268831,0.69891346,1.0,0.5461565644950064,0.5887371,1.0,7,6.2108526,1.0,33.482609135975906,19.923172,1.0,30.603761987978775,16.552492,1.0,5.5073584871808405,3.6281595,1.0,0.10025043907507845,0.0633506,1.0
129,0.5427952645208,0.56331164,1.0,0.7978090976638625,0.765231,1.0,14,14.070004,1.0,46.42608470782653,36.58148,1.0,23.46770672922974,17.551556,1.0,4.618225440869438,3.2895224,1.0,0.048376315342482205,0.034720626,1.0
130,0.8622862360964828,0.6365507,1.0,0.9994833693575579,0.7741605,0.0,7,6.942089,1.0,34.264905061640945,25.072098,1.0,3.523633796919804,22.809439,1.0,1.7413492043566847,2.9721344,1.0,0.02676636426551816,0.06181134,1.0
131,0.7687747374838632,0.64076585,1.0,0.9927526431266906,0.78670436,0.0,7,5.507928,1.0,25.510675705496855,17.120808,1.0,3.595939547480934,26.971575,1.0,2.4131388851302153,2.4623244,1.0,0.03090377926389562,0.06883435,1.0
132,0.7354642600827959,0.6961499,0.0,0.7824309570351753,0.7958496,1.0,7,5.901366,0.0,3.4907170574125668,7.021436,1.0,18.443703582576408,19.525047,1.0,14.092859393939477,24.41336,1.0,0.053815537337396406,0.09181819,1.0
133,0.700611891990983,0.5772012,1.0,0.9964725859126328,0.75061256,0.0,4,9.9819765,0.0,34.10871672217342,22.735903,1.0,2.1187107671902248,24.74055,0.0,28.440389874910377,2.8202243,0.0,0.011324051803272601,0.07673957,0.0
134,0.6631497680652196,0.7502811,0.0,0.7526154060071444,0.730275,1.0,12,12.258528,1.0,1.3023436998035072,4.8204722,1.0,2.8597519941163316,2.6449215,1.0,1.167936208829624,12.009744,0.0,0.3744124455232172,0.33358288,1.0
135,0.7091443869958367,0.7985359,1.0,0.7891413137750578,0.814928,1.0,7,7.100981,1.0,29.976842373626763,34.486805,1.0,6.29140133778314,13.532228,1.0,1.5335793897223744,3.4123619,1.0,0.041105156202927366,0.06465337,1.0
136,0.7111686423903465,0.7140328,1.0,0.6341236013089089,0.58348745,1.0,6,6.138246,1.0,6.193035190822042,12.910993,0.0,1.0590195672987555,3.0682378,0.0,2.2274880852781407,3.5924988,1.0,0.07621308364590358,0.15557574,0.0
137,0.5313700803606978,0.5440391,1.0,0.5079393617322286,0.7397713,0.0,6,6.1694503,1.0,1.2562925327296324,5.658995,1.0,8.176009198230924,7.0933566,1.0,9.163442793388612,10.494415,1.0,0.25912322710814684,0.224022,1.0
138,0.8934975987112157,0.8495195,1.0,0.5320216450380599,0.5949742,1.0,5,4.8053885,1.0,5.492711419936764,2.0423777,0.0,15.221376570959611,23.455328,1.0,1.822949928516735,2.8680844,1.0,0.051686708872506225,0.07338668,1.0
139,0.5317792858981178,0.5269642,1.0,0.760514627868788,0.7185499,1.0,5,5.4600916,1.0,2.046378658075257,11.9575615,1.0,9.277854230574176,22.349064,1.0,1.4365005354164915,4.279173,1.0,0.01581585637873207,0.070899524,1.0
140,0.5656503646942981,0.554324,0.0,0.7753825944162942,0.8052212,1.0,7,6.0901875,1.0,13.109609339660203,12.219338,1.0,13.829127792400074,19.487368,1.0,6.947700754379009,18.589228,1.0,0.03518425158604619,0.0419349,1.0
141,0.9624700338144744,0.90245503,1.0,0.904595552916457,0.82060087,1.0,12,11.916289,1.0,14.154188321097948,13.999851,1.0,1.2950472046389605,27.854609,0.0,2.7527850558439244,14.1551075,1.0,0.015584061081091656,0.019233376,1.0
142,0.6548246110507532,0.668521,1.0,0.6736159513198627,0.75560534,0.0,4,5.2812314,0.0,15.314736139704415,22.151224,1.0,1.4658062913201788,5.752488,1.0,2.0496280323599088,6.4274306,1.0,0.0844355340106966,0.18916923,1.0
143,0.8488187258996064,0.8111018,1.0,0.5333941147775421,0.55931246,1.0,13,12.680003,1.0,5.70797999143517,5.854964,1.0,14.720509003097835,24.08867,1.0,17.438473975237557,26.5877,1.0,0.07316736529182524,0.11591425,1.0
144,0.5445228957628774,0.5848114,1.0,0.7099915352312656,0.7441658,1.0,16,15.776218,1.0,2.5620262970934564,2.7475097,1.0,5.124156325783654,6.0190907,1.0,42.1592901101986,11.650663,0.0,0.09238527984614012,0.1545912,1.0
145,0.9581241919086868,0.94112027,1.0,0.8997181226672084,0.8260879,1.0,16,15.564257,1.0,1.3237529519230302,3.0165343,1.0,11.535676428082006,14.4794035,1.0,2.0461061297337704,8.251874,1.0,0.030730459873114947,0.05797416,1.0
146,0.5687632137736336,0.560645,1.0,0.5391131234446342,0.6598553,1.0,9,8.6705065,1.0,1.6487528614159253,2.0312293,1.0,1.0742853910491312,5.6081405,0.0,1.5313282381548152,11.325158,1.0,0.014428636898895831,0.06911598,0.0
147,0.9474680552952321,0.96709573,1.0,0.786404964634754,0.75409627,1.0,9,10.032225,1.0,4.1143904856028986,5.7879734,1.0,49.87943257821404,42.227703,1.0,2.9766994251975647,3.2686534,1.0,0.022436667329078668,0.027470268,1.0
148,0.7102993666641758,0.7134884,1.0,0.54566503793794,0.60279197,1.0,12,11.59716,1.0,10.59635071769904,7.305789,1.0,20.35983818593467,13.925889,1.0,21.43125812474417,32.240757,1.0,0.1265270592473967,0.08442787,1.0
149,0.768071851055331,0.8059731,1.0,0.7804104540583905,0.8137675,1.0,9,7.4877567,0.0,3.728711802584592,6.5669804,0.0,2.8587403777761358,3.6071627,1.0,1.9764339202163175,21.272314,0.0,0.01029842703509932,0.029302407,1.0
150,0.5373489843408171,0.531632,1.0,0.5576410477556135,0.59696704,1.0,15,14.625022,1.0,3.499287897737628,2.535869,1.0,49.12710306555923,32.20585,1.0,46.0644756122834,34.90129,1.0,0.07036149140917715,0.03533637,1.0
151,0.6376290406442631,0.61953163,0.0,0.7895569404626754,0.7678127,1.0,11,9.900944,1.0,9.638262184908973,9.22411,1.0,4.678166669562207,19.961346,0.0,13.0500226542103,30.991825,1.0,0.02314634638982543,0.030804837,1.0
152,0.5749195529254492,0.57594603,1.0,0.7827554545546502,0.7453722,1.0,5,4.579847,1.0,4.473651051923939,3.36584,1.0,7.913981685031257,7.141728,1.0,21.840456499826317,23.66772,1.0,0.03380829370904485,0.028006058,1.0
153,0.8063722630232244,0.7346505,1.0,0.9105956919874886,0.8034168,1.0,14,13.674615,1.0,30.927208024687104,37.38929,1.0,19.400647686525968,19.429796,1.0,1.8687827922234854,3.0846646,1.0,0.016646003712083152,0.036734495,1.0
154,0.978577165854847,0.92580295,1.0,0.6949498572449333,0.69953746,1.0,5,4.5310907,1.0,5.633988046732105,4.196205,1.0,6.775756453818592,8.548383,1.0,22.29179917517762,23.041113,1.0,0.05844124901746134,0.050553825,1.0
155,0.7519973242399771,0.78499347,0.0,0.7348020656535732,0.68485266,0.0,5,5.295561,1.0,5.167648891225369,2.9450903,1.0,29.727745146123333,28.78437,1.0,21.840345561666926,23.465567,1.0,0.3250360730993954,0.2507777,1.0
156,0.886224030852524,0.90003145,1.0,0.8059338304869132,0.82497156,1.0,14,14.281893,1.0,1.4726354572087488,3.5817873,1.0,3.073803072967072,3.7324204,1.0,10.650049481704935,12.804793,1.0,0.21686901788733917,0.19582722,1.0
157,0.7488487816821654,0.77179396,1.0,0.6198658946132352,0.5853014,1.0,10,9.392587,1.0,2.0197580484696998,4.1380544,1.0,33.74901300488746,26.273083,1.0,21.53603254976535,24.967472,1.0,0.054493334246568714,0.04314352,1.0
158,0.8569869933479273,0.81993556,1.0,0.9607816963164204,0.9209037,1.0,4,5.064137,0.0,41.96915881303864,37.31047,1.0,21.99606035353444,11.191094,1.0,26.048717210633228,13.886174,1.0,0.05183137530306905,0.0671487,1.0
159,0.9445909360360663,0.70418966,1.0,0.9315412309654565,0.8150125,1.0,5,5.146751,1.0,37.57260181902665,37.40619,1.0,1.4931800989456878,17.216179,1.0,2.8803395545444572,2.6745942,1.0,0.0441413375713329,0.03984821,1.0
160,0.6357606420532129,0.61475164,1.0,0.8792346628584444,0.74782866,1.0,9,9.034407,1.0,4.8004224723833655,6.3330517,1.0,6.124602042993132,4.1165414,1.0,4.137487243242997,12.52822,1.0,0.3884304538122769,0.24028152,1.0
161,0.6714102348346762,0.67474335,1.0,0.9931169505865937,0.9265274,0.0,6,5.0032616,1.0,12.061618108946215,11.962679,1.0,27.170040625462708,16.599955,1.0,9.884562529971769,9.971389,1.0,0.062680935036963,0.04807173,1.0
162,0.5534658311170728,0.56718874,1.0,0.9233631386989536,0.71035767,1.0,13,13.303031,1.0,5.881791634562266,11.249849,1.0,4.198398119537722,2.6621928,1.0,11.281901857979673,11.359759,1.0,0.29126128519583105,0.38775018,1.0
163,0.9016316353602116,0.9213628,1.0,0.6724981196068944,0.612021,1.0,16,15.117985,0.0,20.357981746884374,29.642784,1.0,31.706191233314506,28.756907,1.0,2.7675285295343204,5.6764975,1.0,0.01306527373342533,0.021164026,1.0
164,0.5625509317847275,0.55351716,1.0,0.6818904799230826,0.6431656,1.0,10,9.6202135,1.0,1.025945849266275,2.0006297,1.0,1.4525064743981555,3.9083261,0.0,18.12248765810771,18.016005,1.0,0.012996522534135399,0.030609313,1.0
165,0.7900550696689603,0.84529626,1.0,0.9241586952828806,0.920427,1.0,16,15.272078,1.0,27.254041914241096,25.57641,1.0,26.43200853224075,15.865761,1.0,1.8840614181020914,4.4617352,1.0,0.08531027980455853,0.08867208,1.0
166,0.6837176289853603,0.6859104,1.0,0.9098967220174354,0.89267445,1.0,16,15.148799,1.0,8.996494068095897,8.514177,1.0,1.0674293862016626,2.4370263,0.0,10.519348448216679,17.443165,1.0,0.048570271212571924,0.05242743,1.0
167,0.9689624441427498,0.9376264,0.0,0.857320827883572,0.83905977,1.0,6,6.234192,1.0,3.2221321336309576,2.3227482,1.0,10.319825156548303,8.118236,1.0,6.557611495269661,10.000165,1.0,0.1718873329419411,0.2193035,1.0
168,0.7055273626617808,0.7071653,1.0,0.7188279474672472,0.82213706,1.0,13,12.8801155,1.0,15.189201948200719,4.5593824,0.0,17.86131590742645,9.162998,1.0,4.529281443441214,13.3482275,1.0,0.18407196374628917,0.051148895,0.0
169,0.8731063721185053,0.9161217,1.0,0.8336712018759244,0.93762237,0.0,14,13.5046215,1.0,18.468795722119502,10.599685,1.0,30.211701090351905,27.430838,1.0,1.8872932630330854,13.156701,1.0,0.08662960032908457,0.03360453,1.0
170,0.9727345956315094,0.8811908,1.0,0.9124015475563063,0.92748904,1.0,14,13.477685,1.0,12.082249901653656,11.839371,1.0,3.956812327753465,5.985367,1.0,1.6959699737780154,12.763905,1.0,0.03436629661589926,0.035517197,1.0
171,0.608021309647026,0.57927614,1.0,0.5167896981872022,0.72174007,0.0,14,14.449464,1.0,27.9464613806268,11.726635,1.0,1.3173948530174309,2.5218766,1.0,4.5512306712626645,12.109347,1.0,0.20870156521340535,0.39278552,0.0
172,0.7701912898150416,0.74062145,1.0,0.6324529750743078,0.5992733,1.0,8,6.579405,0.0,16.335552228656233,6.9813685,1.0,37.21783464812919,25.14514,1.0,29.296091173792455,15.849324,1.0,0.1433565929234811,0.055624533,1.0
173,0.866590944113776,0.8932163,1.0,0.9230248071880178,0.8743135,1.0,16,15.132093,0.0,22.73769257120701,16.644989,1.0,3.338713407063605,25.679863,1.0,1.4304223160824299,5.221131,1.0,0.06968935410042985,0.030500028,1.0
174,0.8965691708131803,0.8903043,1.0,0.9150617254875553,0.89783376,1.0,15,14.77034,1.0,19.946580807811173,25.884262,1.0,2.5723087446715778,14.250006,1.0,46.91494835959592,15.733089,0.0,0.05990540627681995,0.121547945,1.0
175,0.8538143093015742,0.8572949,1.0,0.8831760118858025,0.735854,1.0,12,12.234453,1.0,1.2422568776716645,3.4105425,1.0,1.3711976306474563,3.312418,1.0,7.969094873897433,12.385954,1.0,0.18122961641156418,0.2896162,1.0
176,0.8130427223500996,0.8584915,1.0,0.6019216616296348,0.60358727,1.0,10,8.479904,1.0,15.336973588049583,17.69639,1.0,13.263427291240966,16.01084,1.0,1.6639442885814555,1.606259,1.0,0.06479293008459862,0.077975325,1.0
177,0.5787985991127992,0.56996155,1.0,0.5404927729986082,0.5784666,1.0,5,4.890474,1.0,1.4117771303657118,2.1123502,1.0,2.914567684417276,3.913661,1.0,3.267227856118573,16.155212,1.0,0.029370734662166102,0.0396622,1.0
178,0.7828127063113606,0.84896106,1.0,0.790299550532165,0.90154576,0.0,10,9.825622,1.0,24.212650602795506,33.8472,0.0,10.529194461186034,13.26424,1.0,2.7131940227641995,9.865572,1.0,0.011725255057681261,0.079423666,0.0
179,0.7686455327637358,0.83856344,1.0,0.5866936786608814,0.6463086,1.0,9,8.334079,1.0,6.576088028421437,8.501324,1.0,19.84850145404801,23.731438,1.0,5.017693387583175,21.869642,1.0,0.011951160611893174,0.01995943,1.0
180,0.9190571776105514,0.8520163,1.0,0.6934922668354947,0.6976789,1.0,5,4.688991,1.0,20.884896112473307,17.002007,1.0,3.6796143825778618,5.5680914,1.0,2.535679450380552,7.1198883,1.0,0.04542355953857237,0.031479824,1.0
181,0.6082968168523974,0.6246217,1.0,0.9064696302923604,0.71594554,1.0,7,7.0680027,1.0,9.627007231267104,6.8051953,1.0,14.540617441951236,37.361443,0.0,2.2268256470985865,3.062643,1.0,0.03456997942368952,0.027335342,1.0
182,0.789796359242784,0.83552,1.0,0.8793942436892042,0.8600691,1.0,15,14.12193,1.0,13.75846847436532,15.91107,1.0,3.17460482320877,5.9199123,1.0,19.91382763658887,15.372598,1.0,0.043969055018897044,0.06544766,1.0
183,0.9210070153608207,0.8329504,1.0,0.656571475200421,0.6494779,1.0,6,4.9645276,1.0,32.15519770468828,23.36091,1.0,4.825912119936366,8.869785,1.0,4.3941010195801224,5.5377274,1.0,0.05559765046761123,0.031220922,1.0
184,0.9488224476290933,0.9172456,1.0,0.5560198431247387,0.68093586,1.0,10,9.823648,1.0,33.47949987814688,18.266766,1.0,14.789323085400678,32.27957,1.0,1.0468684463803062,2.9703307,1.0,0.08235927241133988,0.040272523,1.0
185,0.7256754969701704,0.7082241,1.0,0.593201634485094,0.5844258,1.0,10,9.755941,1.0,7.190882292764022,5.226242,1.0,4.593953083507845,12.999398,1.0,21.039366907075777,30.349945,1.0,0.1321828517030238,0.27998388,1.0
186,0.7773445703784272,0.6977024,0.0,0.6009621192660117,0.5634087,1.0,8,7.7381635,1.0,10.775397628770873,12.8661585,1.0,7.545072353808877,18.014294,0.0,6.782451835108232,20.585238,1.0,0.01709432227345084,0.027554775,1.0
187,0.7153915146691601,0.7274939,1.0,0.7246103583044341,0.72129315,1.0,11,10.5743475,1.0,19.135518978295057,15.017233,1.0,13.873926687098985,6.9037356,1.0,17.764198352146458,24.90727,1.0,0.07313190140974053,0.053736106,1.0
188,0.9677374183295149,0.96860194,1.0,0.69799318567277,0.6703716,1.0,12,13.434654,1.0,2.3318787405859966,3.514995,1.0,36.41610441437619,41.94991,1.0,1.1745856290034171,2.422205,1.0,0.06494867943200636,0.054887276,1.0
189,0.5995785614727668,0.5903642,1.0,0.5072734224755379,0.5774053,1.0,8,8.039828,1.0,11.389683300772388,7.527992,1.0,25.992497861985388,19.71812,1.0,35.15003104959949,29.788372,1.0,0.2749515717476864,0.20483746,1.0
190,0.845379522383156,0.88385713,1.0,0.5820703696060638,0.5775117,1.0,14,12.369688,1.0,37.790624219108935,14.642041,0.0,15.747553068178167,3.4888315,0.0,10.799246708056426,10.317473,1.0,0.2606203527844125,0.07360324,0.0
191,0.6040208316544137,0.5403726,1.0,0.9737282264887389,0.76153255,0.0,14,13.1572275,1.0,40.985490088259056,29.2928,1.0,3.821385259641415,19.93937,1.0,8.372762899195532,4.49875,1.0,0.03812956857510099,0.037783723,1.0
192,0.5444396469770606,0.5491065,1.0,0.5417487587965863,0.5287925,1.0,8,10.570242,0.0,39.35849982393128,34.11979,1.0,3.0744806745883557,3.3655438,1.0,9.278141259449779,8.687736,1.0,0.17124562437944063,0.1951111,1.0
193,0.6372333827910812,0.65624696,0.0,0.7106351966827864,0.73804003,1.0,7,5.970813,1.0,12.898020042043788,8.638726,1.0,5.915246977618436,2.8840954,1.0,7.693686248398091,13.229574,1.0,0.1445832860139122,0.07993685,1.0
194,0.7538496762856745,0.72584105,1.0,0.8909012788571572,0.84406114,0.0,10,9.936633,1.0,1.0150839543898447,2.5008912,1.0,2.8669821458358293,7.7460947,1.0,12.013551735704608,11.641594,1.0,0.08310715981880046,0.22274332,1.0
195,0.814476408619226,0.9047073,1.0,0.9837421253034305,0.95572776,1.0,14,13.044488,1.0,7.349137453965514,11.753838,1.0,10.803295134386694,8.422391,1.0,2.319687633852196,10.026875,1.0,0.01859201424357288,0.0439192,1.0
196,0.7846146502319311,0.8411011,1.0,0.7530851646078448,0.75739974,1.0,4,4.7710056,1.0,35.9633915611698,37.723946,1.0,4.334384000103707,6.7553854,1.0,4.1002337202022385,6.785312,1.0,0.1444510957286756,0.18851401,1.0
197,0.6187592517377518,0.6565778,1.0,0.5832966203034553,0.713625,1.0,12,12.337207,1.0,7.932390059739427,5.16385,1.0,1.7142491592173708,2.6971161,1.0,2.9448967324056556,11.812841,1.0,0.22982145756208633,0.31103522,1.0
198,0.928484152049494,0.892881,1.0,0.7172679150342129,0.7472233,1.0,6,6.3739367,1.0,27.914870895063874,9.68622,0.0,12.092283255393548,4.156372,0.0,1.6715287297585941,3.2170131,1.0,0.25871099420433036,0.0777372,0.0
199,0.5648006704215043,0.55998766,1.0,0.8666302014553368,0.8396958,1.0,4,4.82274,1.0,6.7152556091503905,4.650221,1.0,2.645528330394588,2.0161245,1.0,5.886568825497284,10.472255,1.0,0.05400753850095362,0.037247628,1.0
