case,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
152,16,15.374088,0.0,8.735659854754509,9.259773,1.0,9.124001080641717,10.127996,1.0,2.9387173765844206,3.539671,1.0,0.013477147587800978,0.017603757,1.0
153,8,7.974609,1.0,6.659244335942503,8.305668,1.0,18.46662555388239,18.91977,1.0,5.707400334794273,13.455812,1.0,0.182933892233384,0.21864626,1.0
154,8,7.546759,1.0,16.986443211047842,13.581217,1.0,1.882422581469813,9.318138,1.0,1.5853161703653873,2.036289,1.0,0.035838351694669694,0.022511108,1.0
155,10,10.07009,1.0,8.864884314921376,9.537232,1.0,10.161810762709766,11.181054,1.0,9.410558790189196,12.748166,1.0,0.10661697675127646,0.12172563,1.0
156,9,8.952612,1.0,1.4053624007872108,1.6979107,1.0,9.926292032275928,10.377269,1.0,1.8129556279172176,8.930996,1.0,0.012102962372141193,0.016483955,1.0
157,13,12.887594,1.0,2.5707980225025158,3.193564,1.0,37.592848605344614,41.652897,1.0,38.619312032534566,31.490705,1.0,0.053604424876692536,0.058176454,1.0
158,5,4.778095,1.0,7.911474281115911,11.125205,1.0,11.072180759123217,12.116988,1.0,4.087465635711009,6.325381,1.0,0.021251027251929455,0.04349206,1.0
159,15,13.35763,0.0,12.496475923640151,13.6267605,1.0,1.3253558595044528,1.8593315,1.0,24.288659557718482,20.924791,1.0,0.062373391932447675,0.073377065,1.0
160,14,13.424157,1.0,37.16652370279187,39.03356,1.0,3.019760166639232,9.959075,1.0,10.901185899301769,7.5517073,0.0,0.15317404687354882,0.17459401,1.0
161,6,5.2935977,0.0,21.11742732818246,24.26621,1.0,8.047511729260346,19.397898,1.0,1.10241518437007,1.4424455,0.0,0.048404073159588175,0.076765925,1.0
162,9,8.893281,1.0,17.21606441668801,15.029108,1.0,30.644094459422714,26.557192,1.0,25.918213502652748,11.920091,1.0,0.44288091937941976,0.41196898,1.0
163,4,4.201676,1.0,2.768173982604506,2.7616525,1.0,4.881149327070668,6.48886,1.0,23.617538902535134,10.501562,1.0,0.09709420384226103,0.16809331,0.0
164,6,5.9644823,1.0,30.538432703548132,30.248875,1.0,21.259887008082956,11.368496,1.0,18.96847800125417,21.378502,1.0,0.02224416858624878,0.015375139,1.0
165,4,4.1266356,1.0,3.0110913779554287,5.1257596,1.0,25.521443011361473,31.330786,1.0,3.33321543808456,12.4519205,1.0,0.21765999089204602,0.3130167,1.0
166,7,7.4076524,1.0,10.90527183878613,8.443539,1.0,2.9575154229312868,4.5403957,1.0,3.378779155610578,9.739407,1.0,0.07946699054516777,0.06515688,1.0
167,8,8.179531,1.0,23.35985340798661,25.505753,1.0,24.069647027464587,15.549533,1.0,11.990201735213978,13.876332,1.0,0.04267495783511307,0.053104248,1.0
168,8,7.7880497,1.0,26.73859805637816,32.903934,1.0,3.976075053563809,14.325752,1.0,38.123017970525176,33.506165,1.0,0.01548127060694715,0.034943335,1.0
169,12,12.006439,1.0,3.94552351598951,4.666213,1.0,28.95360211590309,29.59182,1.0,4.4454662435372825,4.6584754,1.0,0.07697131540983128,0.086557716,1.0
170,8,7.917629,1.0,1.841563209848062,1.7812455,1.0,3.4848818298466204,3.7776463,1.0,2.3859137102957826,12.517952,1.0,0.08196181652853167,0.09730042,1.0
171,6,5.9576235,1.0,1.9366601183406198,2.8513901,1.0,21.612390768916242,21.423014,1.0,7.073011414585067,4.681153,1.0,0.013206031302452344,0.024952333,1.0
172,6,6.027494,1.0,46.64111177883534,40.49539,1.0,30.948218393516065,13.08057,1.0,37.308950150767224,25.793526,0.0,0.01998029969411688,0.019489873,1.0
173,9,8.600806,1.0,20.25355311880839,25.160275,1.0,10.780981114205847,12.078162,1.0,1.3222312919728716,1.8517803,0.0,0.06918013585095366,0.09853545,1.0
174,10,9.8972,1.0,1.8474477618866951,3.3753521,1.0,9.952349411371083,12.277479,1.0,2.189200337558731,13.117199,1.0,0.16214642013590846,0.26534477,0.0
175,13,12.494532,1.0,10.280521384338494,12.091814,1.0,21.972056220644394,24.841019,1.0,5.303112728271465,4.8834825,1.0,0.01657201864165473,0.026524542,1.0
176,13,12.704632,1.0,34.24992802918494,21.060085,0.0,6.725925751500287,2.0197446,0.0,41.87171544448988,15.106088,1.0,0.4749453441765984,0.28207415,0.0
177,8,7.403429,1.0,10.56596361797901,13.09265,1.0,18.509016882165238,19.44548,1.0,15.254418542870802,17.793018,1.0,0.07403811366171932,0.100110844,1.0
178,10,9.883936,1.0,4.048588664993299,6.196949,1.0,7.566862212224338,10.968604,0.0,34.01266224047661,13.0639105,1.0,0.06820624432249812,0.11365161,1.0
179,10,10.288086,1.0,6.333310991935652,7.009571,1.0,14.261730762592071,9.529103,1.0,1.3828075152850665,14.871426,0.0,0.1247860438936616,0.121366926,1.0
180,6,5.8629985,1.0,19.101511315319094,24.778671,1.0,30.24281304408885,15.369986,1.0,2.487061137088112,2.194893,1.0,0.01595419402337811,0.053212885,1.0
181,12,12.026574,1.0,3.485446511382446,3.7302933,1.0,2.7702724500727673,3.2270033,1.0,5.763101640606472,12.610586,1.0,0.1615913951778034,0.22120638,1.0
182,13,12.738213,1.0,48.2015354033022,42.21706,1.0,33.58456242518799,13.610723,1.0,7.381460589720965,11.646294,1.0,0.017920584571495937,0.014376431,1.0
183,11,11.013294,1.0,9.073391113612741,4.602388,1.0,2.6472926147843046,2.5850906,1.0,30.720322189102713,14.198111,1.0,0.42388336107832164,0.3578705,1.0
184,9,8.945338,1.0,1.1560978890641749,1.7822171,1.0,2.8341651836519124,3.5816104,1.0,12.175848234296687,13.681959,1.0,0.11688356950659395,0.15006232,1.0
185,10,9.896503,1.0,1.524655106956799,2.8788798,1.0,2.1324811035030815,3.3765094,0.0,4.29553675571769,13.786668,1.0,0.011258651825713466,0.028733661,1.0
186,5,4.917077,1.0,1.7600014706095264,1.9989146,1.0,1.7962354622864343,2.837693,1.0,35.354989929857766,12.699694,1.0,0.20729473124132114,0.24105756,1.0
187,8,8.022571,1.0,34.92300039586264,39.369835,1.0,1.4289909933182345,1.7787646,1.0,7.3979911620066945,13.625609,1.0,0.3804194553122991,0.43814453,1.0
188,10,9.987806,1.0,7.041457733735711,11.4211035,1.0,8.968464477541264,14.005539,0.0,13.947439397173873,14.293049,1.0,0.17447982793714778,0.28717744,1.0
189,16,15.756675,1.0,1.1515013956980538,2.3324423,1.0,37.91746539542558,41.44968,1.0,36.63569059036724,12.506403,0.0,0.12384121397912905,0.1616201,1.0
190,6,4.568312,0.0,48.98809664756417,40.320126,0.0,1.4384862825643925,13.295944,1.0,3.2211745820101827,2.0579956,0.0,0.015024302036174714,0.039800033,1.0
191,11,11.830911,1.0,9.491274394849215,8.918486,1.0,6.184852357137858,7.427657,1.0,9.5980549695403,10.468644,1.0,0.07943883774839759,0.08313358,1.0
192,6,5.74971,1.0,25.062480236310442,28.496965,1.0,4.982545601653045,11.293638,1.0,2.068576962658284,2.0479484,1.0,0.015295395297337762,0.04022762,1.0
193,10,9.664053,1.0,25.469023377231487,23.948711,1.0,2.1892155948854843,13.370401,1.0,39.66848178797113,21.59639,0.0,0.0101213667373627,0.018549342,0.0
194,5,4.923147,1.0,4.123109924968774,3.5857046,1.0,12.406521039516523,12.44984,1.0,1.6620549256616908,13.148024,1.0,0.08150861447933415,0.07592998,1.0
195,10,9.511014,1.0,47.140626711646156,25.52513,0.0,19.193812351166454,12.936686,1.0,1.90775722779048,1.6651458,1.0,0.26383863714696,0.06891813,0.0
196,11,10.957256,1.0,25.331246965822928,16.452473,0.0,48.227949026474604,38.38941,0.0,30.69601325635068,26.540098,1.0,0.323560053382726,0.20741716,0.0
197,6,5.9090166,1.0,4.834028143922343,5.2901073,1.0,8.734630708400566,8.859175,1.0,1.6537301718301454,11.814431,1.0,0.07348833285718497,0.08352749,1.0
198,13,11.93175,0.0,10.536314449566225,10.0707445,1.0,1.817852094323835,3.022105,1.0,19.128762000606063,7.052055,0.0,0.022109732619497842,0.021172883,1.0
199,13,13.027373,1.0,14.054917739508847,3.201679,0.0,4.663220274533971,3.3164933,1.0,25.697996767416733,12.634488,1.0,0.4936948917636326,0.33234966,0.0
