case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
36,0.9519667311883118,0.8545072,1.0,0.7728227894043134,0.889638,0.0,8,7.4804807,1.0,38.69837477413533,39.37712,1.0,15.992072844591142,19.39006,1.0,4.827274544805527,12.63077,1.0,1.435069532691953,6.1653585,1.0,0.0161395422349782,0.033186853,1.0
37,0.9999694989277219,0.87255096,0.0,0.962103625648989,0.9317484,1.0,14,12.986684,1.0,24.929976825082402,34.293373,1.0,11.520089221206705,16.103628,1.0,15.002257958351166,19.943134,1.0,4.089037240398231,4.1919365,1.0,0.0308807305947967,0.04682318,1.0
38,0.7749875015878158,0.81319755,1.0,0.5106584815190263,0.5280254,1.0,15,11.30074,0.0,47.77794718983116,65.263504,1.0,49.301250674093424,35.169334,1.0,2.5838559564071666,1.7196583,1.0,10.78013323783282,25.181902,1.0,0.08521073811481737,0.045209352,0.0
39,0.677190325474628,0.6774616,1.0,0.9807340899363658,0.8997571,1.0,7,7.3859797,1.0,14.301915782979469,36.911644,1.0,5.462876134206773,7.6369524,1.0,7.252080862314175,9.832582,1.0,30.176519404524957,6.4646854,0.0,0.09387586242333827,0.14446588,1.0
40,0.7908793025763652,0.81821805,1.0,0.5930232625888022,0.58358437,1.0,12,12.798977,1.0,36.350166149503956,54.846,1.0,7.719571097655433,13.592332,1.0,11.291749105551133,9.256822,1.0,1.0640968466515266,3.654619,1.0,0.2832495165086573,0.23799987,1.0
41,0.507620071126811,0.65700155,1.0,0.7467131445873632,0.85700166,1.0,13,9.789682,1.0,68.26275437847528,59.673717,1.0,1.8214433795098242,30.15164,0.0,9.491677418815685,17.743025,1.0,1.06968876983592,4.251526,1.0,0.01700591133741831,0.056561563,1.0
42,0.5476047199547651,0.55892324,1.0,0.8218222568823981,0.73731935,1.0,5,5.1398897,1.0,67.16567418362757,42.482204,1.0,2.62749569902637,4.299213,1.0,4.981907676357819,7.2246423,1.0,3.48669301909264,13.194526,1.0,0.08970664332237718,0.17471875,1.0
43,0.6848962280945587,0.68376625,1.0,0.968975635157553,0.97351104,1.0,8,8.72121,1.0,85.02113157289193,60.924488,1.0,6.830347389899094,4.8749394,1.0,14.017427401702758,18.101078,1.0,34.69865074901218,12.047145,1.0,0.2946810360956779,0.293541,1.0
44,0.714708211700164,0.7431665,1.0,0.6451433795435766,0.60956,1.0,8,5.1725326,0.0,85.20327823406042,51.083874,1.0,2.329129880418807,6.3358192,1.0,11.481176979904482,17.229395,1.0,7.595213360921709,24.81924,1.0,0.02056375959417114,0.029354515,1.0
45,0.6024736838102458,0.6545182,1.0,0.5693554602852018,0.69717544,1.0,13,13.719993,0.0,94.7783059009419,56.56487,0.0,22.058281233756922,10.971354,1.0,1.2349229196676368,1.9023015,1.0,9.65919863429916,14.11136,1.0,0.4047597830564053,0.3506607,1.0
46,0.7434113390762352,0.7619953,1.0,0.5397196571086045,0.5505782,1.0,7,6.7987413,1.0,21.54349485613357,59.008495,1.0,13.953881843295983,5.267645,1.0,4.644852970795717,9.551211,1.0,3.375138774811074,20.31679,1.0,0.16835840056161133,0.2185972,1.0
47,0.9792899804077461,0.9828778,1.0,0.8013604324681872,0.730487,1.0,5,4.9755096,1.0,54.481258529353184,57.32457,1.0,1.8310453203705943,9.179346,1.0,21.91516290992465,3.5717514,0.0,35.3362960312189,14.68085,1.0,0.432510895535927,0.32871118,1.0
48,0.6470536875240522,0.6321487,1.0,0.544446039604289,0.5520022,1.0,9,5.942453,0.0,69.38121254605025,35.236977,1.0,4.375284961738984,15.244027,0.0,1.2016997650309444,2.7095747,1.0,8.13340509300346,17.147125,1.0,0.02119299259419497,0.056991685,1.0
49,0.5096602204260023,0.52647704,1.0,0.6668925542923025,0.6608408,1.0,10,8.861562,1.0,23.381743145029574,37.71677,1.0,10.125595725341654,22.088024,1.0,3.5469283972383256,4.181169,1.0,1.815877911362223,2.8399427,1.0,0.045603537303061596,0.12708889,1.0
50,0.9161743458209248,0.8965464,1.0,0.5315778504933275,0.7288362,0.0,15,15.313568,1.0,20.825019825946978,46.46654,1.0,1.0399569368437531,3.5428066,0.0,2.442367913554802,10.050282,1.0,11.915446903985135,10.080115,1.0,0.03873251128609188,0.2105793,1.0
51,0.5444996475317322,0.5323638,1.0,0.8792393504690976,0.8403827,1.0,4,5.6429615,1.0,29.890130482623405,49.844852,1.0,35.96569816139554,29.88245,1.0,6.631766224155992,13.558305,1.0,2.524253053889864,6.03436,1.0,0.09973869983683055,0.049331684,1.0
52,0.7081590583960056,0.69842446,1.0,0.7340290957534157,0.72038656,1.0,13,9.862374,0.0,64.65407788348219,57.31452,1.0,7.361549123522174,19.372864,0.0,1.024013469679941,2.5388768,1.0,30.284396568744132,26.62304,1.0,0.0512175387377002,0.10539254,1.0
53,0.9673588172403917,0.94887716,1.0,0.5842602790024006,0.5341417,0.0,7,6.1383953,1.0,11.16282821847373,25.458183,1.0,10.1699217292927,13.190459,1.0,3.1944103720520576,3.0890894,1.0,44.11110835580674,14.99506,0.0,0.012673443590831527,0.027278878,1.0
54,0.7364698392200051,0.7916083,1.0,0.580416708868615,0.58005065,1.0,14,11.580084,0.0,35.97072951614698,33.49176,1.0,3.247812954662079,12.244829,0.0,2.869698295270053,4.9376507,1.0,2.13315550361011,8.124121,1.0,0.015054400515944167,0.052174598,1.0
55,0.7810651940216262,0.8004838,1.0,0.931258838631221,0.71779567,1.0,15,15.476427,1.0,50.061515287440315,51.378,1.0,4.8468216740104655,5.993696,1.0,2.2515672958549846,2.6555772,1.0,20.17484746302967,11.925324,1.0,0.27217072578343215,0.2238122,1.0
56,0.6555965200960091,0.670933,1.0,0.5963546992775429,0.60051596,1.0,5,4.7656765,1.0,87.46884419829348,55.256336,1.0,1.034512565150181,3.0440264,0.0,45.58331151404538,34.2488,1.0,27.37801425361573,28.519485,1.0,0.023817327968935667,0.023333423,1.0
57,0.9239526832990309,0.8397068,1.0,0.6637822196382009,0.638076,1.0,10,9.8752165,1.0,10.435683401724672,29.658304,1.0,3.007491634340742,4.548365,1.0,11.774669226010113,19.478895,1.0,4.951849866287203,1.7752743,0.0,0.02191055189414166,0.090550415,1.0
58,0.5219547889894351,0.6656141,1.0,0.745540999827716,0.8532656,1.0,15,9.768736,1.0,18.85992968064668,59.920063,1.0,1.248492080253884,30.80064,0.0,47.00620176166303,17.49021,0.0,4.527207104228222,4.477323,1.0,0.09713350049903034,0.05647384,1.0
59,0.8841520086308237,0.85992485,1.0,0.6876929038091277,0.68303144,1.0,7,6.7344832,1.0,83.17860336076185,48.002983,1.0,3.774150387988972,3.5025532,1.0,17.911537952349747,27.44534,1.0,2.785380422392823,4.596638,1.0,0.11877348402925625,0.1548263,1.0
60,0.9165031365504664,0.9192289,1.0,0.5289179966431257,0.57905823,1.0,6,6.3826494,1.0,47.63337031167268,60.128586,1.0,1.0085718006639763,3.7718287,0.0,2.8573383440721876,17.090593,0.0,2.4537370909635694,20.313715,0.0,0.058947208019200156,0.2577251,0.0
61,0.6687478837209158,0.67748207,1.0,0.7023719352220898,0.71428597,1.0,10,10.646691,0.0,24.915089427482556,51.02972,1.0,1.3916542932213054,6.4296107,1.0,1.6090043298730918,2.8536088,1.0,2.417480492793624,13.5238495,1.0,0.20448081647402952,0.2807153,1.0
62,0.5313173174250214,0.5207438,1.0,0.7140453926865413,0.7548778,1.0,4,4.9551287,1.0,46.329066040143545,58.490532,1.0,26.707150016252168,17.39587,1.0,2.7788418373289714,6.058796,1.0,31.224691354943037,23.299038,1.0,0.24300699678171275,0.16762237,1.0
63,0.9431407927880436,0.9289592,1.0,0.9711080402155432,0.91561353,1.0,5,5.2321615,1.0,64.38700590466559,31.799059,1.0,2.2551873417388237,6.69455,1.0,1.0168685323639652,4.995323,0.0,7.663150701348244,12.795843,1.0,0.02818604852636365,0.0929504,1.0
64,0.8259480812882884,0.8284318,1.0,0.5800887056531366,0.57090664,1.0,8,8.793947,1.0,90.97074534602837,56.033844,1.0,5.814558184646263,5.440376,1.0,35.37224295752254,27.12355,1.0,12.74218762834254,5.70022,1.0,0.37967301509188106,0.27331772,1.0
65,0.5624687725180191,0.56252646,1.0,0.8010315346574791,0.82503724,1.0,4,4.1788874,1.0,56.84009753579458,52.46905,1.0,9.795343115115026,5.8794756,1.0,30.664020995303215,16.091446,1.0,31.765865890902198,20.536085,1.0,0.10065087750697878,0.053227007,1.0
66,0.8473210465832159,0.8782772,1.0,0.5707673063080507,0.5689263,1.0,8,8.952789,0.0,66.34571938032465,55.03168,1.0,16.32402049893455,10.390219,1.0,7.577983243937295,13.272904,1.0,1.2641400568080245,3.7959418,1.0,0.20749565855603758,0.22714365,1.0
