case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
157,0.8893820010669263,0.8401925,1.0,0.6206813410848705,0.67630506,0.0,15,14.548461,1.0,38.619312032534566,29.959885,1.0,0.053604424876692536,0.03463847,1.0
158,0.5518849093097008,0.56477326,1.0,0.7643535254622711,0.77005213,1.0,11,10.691655,1.0,4.087465635711009,4.1582804,1.0,0.021251027251929455,0.022925492,1.0
159,0.9619880363726778,0.86156255,1.0,0.822780141495415,0.83733374,1.0,5,5.510983,1.0,24.288659557718482,20.827566,1.0,0.062373391932447675,0.04324969,1.0
160,0.9143493130919409,0.92900336,1.0,0.9620893653547583,0.9120758,1.0,7,7.363596,1.0,10.901185899301769,8.255114,1.0,0.15317404687354882,0.12249701,1.0
161,0.5833833220034479,0.5684542,1.0,0.8898364906179759,0.8938794,1.0,10,10.31882,1.0,1.10241518437007,1.0714711,1.0,0.048404073159588175,0.03706672,1.0
162,0.7283459197432951,0.7318335,1.0,0.8637303412709054,0.9023894,1.0,14,14.240779,1.0,25.918213502652748,22.695065,1.0,0.44288091937941976,0.37835762,1.0
163,0.5002246350848834,0.5114656,1.0,0.6301357238127839,0.62681186,1.0,9,7.400058,1.0,23.617538902535134,32.861668,1.0,0.09709420384226103,0.12775932,1.0
164,0.5985395085360647,0.5790905,1.0,0.9369843907186729,0.8390319,0.0,13,12.124847,1.0,18.96847800125417,25.65903,0.0,0.02224416858624878,0.04941221,1.0
165,0.5201809411159606,0.5527798,1.0,0.6408865177367209,0.7380327,1.0,14,14.010787,1.0,3.33321543808456,4.8717217,1.0,0.21765999089204602,0.2235991,1.0
166,0.6238219223736163,0.6332346,1.0,0.8053722235185026,0.79438555,1.0,7,7.2732043,1.0,3.378779155610578,3.7820523,1.0,0.07946699054516777,0.08754982,1.0
167,0.6867295191599256,0.67622596,1.0,0.9027352188656721,0.879981,1.0,14,14.275402,1.0,11.990201735213978,11.597156,1.0,0.04267495783511307,0.039007034,1.0
168,0.6515041654352673,0.6806465,1.0,0.920001126914749,0.78311074,1.0,8,10.010617,1.0,38.123017970525176,41.282673,1.0,0.01548127060694715,0.03395754,1.0
169,0.8467225153443294,0.86356336,1.0,0.6754311832090241,0.713132,1.0,14,14.231313,1.0,4.4454662435372825,4.9587274,1.0,0.07697131540983128,0.07979259,1.0
170,0.6646085203983864,0.6768773,1.0,0.5780433525905169,0.5452145,1.0,8,8.172527,1.0,2.3859137102957826,2.036092,1.0,0.08196181652853167,0.080918044,1.0
171,0.5688580271516644,0.56341654,1.0,0.5844786572110374,0.65297633,1.0,13,12.400934,1.0,7.073011414585067,8.525381,1.0,0.013206031302452344,0.016069002,1.0
172,0.5904384377503613,0.6843504,1.0,0.991111935420633,0.77374226,1.0,15,10.16733,1.0,37.308950150767224,40.946335,1.0,0.01998029969411688,0.03313411,1.0
173,0.7215974751780692,0.741395,1.0,0.8844980252728267,0.8736724,1.0,11,11.110191,1.0,1.3222312919728716,1.1833936,1.0,0.06918013585095366,0.05471935,0.0
174,0.7354136165292111,0.7525907,1.0,0.5784511105330012,0.5627938,1.0,11,11.210915,1.0,2.189200337558731,1.5314136,1.0,0.16214642013590846,0.16385959,1.0
175,0.8658290075770867,0.83107334,1.0,0.7978319623668372,0.7265454,0.0,13,13.213625,1.0,5.303112728271465,5.146345,1.0,0.01657201864165473,0.017348895,1.0
176,0.8936558557453818,0.9294745,1.0,0.9516441312417105,0.91417253,1.0,10,10.666375,1.0,41.87171544448988,39.50706,1.0,0.4749453441765984,0.42558703,1.0
177,0.6502891916291131,0.64180857,1.0,0.8013323096712535,0.76264817,1.0,13,11.238555,0.0,15.254418542870802,14.258287,1.0,0.07403811366171932,0.059116736,1.0
178,0.7554355496436009,0.81838226,1.0,0.6787270091032456,0.6888436,1.0,10,9.3059435,1.0,34.01266224047661,21.552025,0.0,0.06820624432249812,0.025719268,0.0
179,0.7651239708605653,0.7552298,1.0,0.735916706054875,0.59012586,0.0,12,12.324547,1.0,1.3828075152850665,1.3946015,1.0,0.1247860438936616,0.12733433,1.0
180,0.5856109542513235,0.57927394,1.0,0.8770130510845392,0.8965846,1.0,14,13.686736,1.0,2.487061137088112,2.0417905,1.0,0.01595419402337811,0.01239263,1.0
181,0.8524957602169474,0.8474193,1.0,0.6595844602722767,0.86201906,1.0,7,7.1941566,1.0,5.763101640606472,4.8423033,1.0,0.1615913951778034,0.19817713,1.0
182,0.8877174969313205,0.89282435,1.0,0.9953180068230909,0.9640913,1.0,15,14.718741,1.0,7.381460589720965,10.861673,1.0,0.017920584571495937,0.046030913,1.0
183,0.8074761526711348,0.8202778,1.0,0.7818677284895017,0.89706767,0.0,7,7.3350277,1.0,30.720322189102713,23.028734,1.0,0.42388336107832164,0.31853974,1.0
184,0.7217802879989323,0.7312878,1.0,0.5185390583829779,0.5141328,1.0,7,7.3981338,1.0,12.175848234296687,11.787025,1.0,0.11688356950659395,0.10975647,1.0
185,0.7692166149244823,0.7585179,1.0,0.553906664726111,0.5637518,1.0,6,7.8598742,0.0,4.29553675571769,3.3696601,1.0,0.011258651825713466,0.012094348,1.0
186,0.5609273676668411,0.55841666,1.0,0.5722534918428267,0.5800829,1.0,6,5.799316,1.0,35.354989929857766,42.551758,1.0,0.20729473124132114,0.23629135,1.0
187,0.6805122019039007,0.6772206,1.0,0.954131487000374,0.7319248,1.0,5,5.148347,1.0,7.3979911620066945,6.3537335,1.0,0.3804194553122991,0.38013354,1.0
188,0.7373701643138537,0.7451894,1.0,0.7494636675804196,0.7251465,1.0,11,11.541625,1.0,13.947439397173873,11.592051,1.0,0.17447982793714778,0.14519994,1.0
189,0.9994780772932077,0.89754605,0.0,0.5180298853242493,0.5162922,1.0,15,14.325164,1.0,36.63569059036724,34.8494,1.0,0.12384121397912905,0.10699651,1.0
190,0.5917596843810341,0.58886075,1.0,0.997386817209375,0.8632135,0.0,5,5.005034,1.0,3.2211745820101827,2.9440923,1.0,0.015024302036174714,0.0139125325,1.0
191,0.8073887428179822,0.78773844,1.0,0.7876226556778532,0.77701,1.0,10,11.0898695,1.0,9.5980549695403,10.023317,1.0,0.07943883774839759,0.09717558,1.0
192,0.5764128526474757,0.5789823,1.0,0.9117271181714046,0.87862295,1.0,9,8.027122,0.0,2.068576962658284,1.715093,1.0,0.015295395297337762,0.012015793,0.0
193,0.7523783541346456,0.68076366,1.0,0.9137837302747607,0.7883297,1.0,6,10.261005,1.0,39.66848178797113,41.299267,1.0,0.0101213667373627,0.033992775,0.0
194,0.5288483882465775,0.5267267,1.0,0.6810582034931483,0.7309425,1.0,12,11.901397,1.0,1.6620549256616908,1.4811363,1.0,0.08150861447933415,0.078078195,1.0
195,0.7524571488813084,0.77053916,1.0,0.9924734832543568,0.87286156,1.0,13,13.129072,1.0,1.90775722779048,2.6526408,1.0,0.26383863714696,0.2191021,1.0
196,0.7775094061017095,0.80598307,1.0,0.9130904505328632,0.8414599,1.0,16,15.491099,1.0,30.69601325635068,20.516249,0.0,0.323560053382726,0.18133041,0.0
197,0.5692835036268624,0.63416934,0.0,0.7013894220656985,0.6321671,1.0,11,11.169727,1.0,1.6537301718301454,1.2276707,1.0,0.07348833285718497,0.10509152,0.0
198,0.8683174909314602,0.856145,1.0,0.8009731545519194,0.8024868,1.0,6,6.632031,0.0,19.128762000606063,20.247246,1.0,0.022109732619497842,0.027759999,1.0
199,0.8591828509053774,0.820931,1.0,0.8378012281519949,0.88060796,1.0,9,9.071422,1.0,25.697996767416733,12.52743,0.0,0.4936948917636326,0.26720026,0.0
